puzzle_number,type,hints
20586,col,"[[1, 2], [2, 1], [2, 2], [1, 1, 1], [1, 3]]"
20587,row,"[[1, 1], [1, 1], [1, 3], [1, 3], [5]]"
20587,col,"[[1, 3], [1, 1], [3], [3], [5]]"
20588,row,"[[1, 1], [1, 1], [1, 3], [1, 3], [5]]"
20588,col,"[[1, 3], [1, 1], [3], [3], [5]]"
20589,row,"[[1, 1], [1, 1], [1, 3], [1, 3], [5]]"
20589,col,"[[1, 3], [1, 1], [3], [3], [5]]"
20590,row,"[[1, 1], [1, 1], [1, 3], [1, 3], [5]]"
20590,col,"[[1, 3], [1, 1], [3], [3], [5]]"
20591,row,"[[1, 1], [1, 1], [1, 3], [1, 3], [5]]"
20591,col,"[[1, 3], [1, 1], [3], [3], [5]]"
20592,row,"[[1, 1], [1, 1], [1, 3], [1, 3], [5]]"
20592,col,"[[1, 3], [1, 1], [3], [3], [5]]"
20593,row,"[[1, 2], [2, 1], [3], [2], [3]]"
20593,col,"[[2, 1], [2, 1], [1, 1], [4], [1, 1]]"
20594,row,"[[1, 2], [2, 1], [3], [2], [3]]"
20594,col,"[[2, 1], [2, 1], [1, 1], [4], [1, 1]]"
20595,row,"[[1, 2], [2, 1], [3], [2], [3]]"
20595,col,"[[2, 1], [2, 1], [1, 1], [4], [1, 1]]"
20596,row,"[[1, 2], [2, 1], [3], [2], [3]]"
20596,col,"[[2, 1], [2, 1], [1, 1], [4], [1, 1]]"
20597,row,"[[1, 2], [2, 1], [3], [2], [3]]"
20597,col,"[[2, 1], [2, 1], [1, 1], [4], [1, 1]]"
20598,row,"[[1, 2], [2, 1], [3], [2], [3]]"
20598,col,"[[2, 1], [2, 1], [1, 1], [4], [1, 1]]"
20599,row,"[[1, 1], [2, 1], [2], [1, 3], [1, 2]]"
20599,col,"[[2, 1], [1, 1], [1, 2], [4], [2]]"
20600,row,"[[1, 1], [2, 1], [2], [1, 3], [1, 2]]"
20600,col,"[[2, 1], [1, 1], [1, 2], [4], [2]]"
20601,row,"[[1, 1], [2, 1], [2], [1, 3], [1, 2]]"
20601,col,"[[2, 1], [1, 1], [1, 2], [4], [2]]"
20602,row,"[[1, 1], [2, 1], [2], [1, 3], [1, 2]]"
20602,col,"[[2, 1], [1, 1], [1, 2], [4], [2]]"
20603,row,"[[1, 1], [2, 1], [2], [1, 3], [1, 2]]"
20603,col,"[[2, 1], [1, 1], [1, 2], [4], [2]]"
20604,row,"[[1, 1], [2, 1], [2], [1, 3], [1, 2]]"
20604,col,"[[2, 1], [1, 1], [1, 2], [4], [2]]"
20605,row,"[[1], [3], [4], [1, 1], [3]]"
20605,col,"[[3], [2, 1], [2, 1], [1, 1, 1], [1]]"
20606,row,"[[1], [3], [4], [1, 1], [3]]"
20606,col,"[[3], [2, 1], [2, 1], [1, 1, 1], [1]]"
20607,row,"[[1], [3], [4], [1, 1], [3]]"
20607,col,"[[3], [2, 1], [2, 1], [1, 1, 1], [1]]"
20608,row,"[[1], [3], [4], [1, 1], [3]]"
20608,col,"[[3], [2, 1], [2, 1], [1, 1, 1], [1]]"
20609,row,"[[1], [3], [4], [1, 1], [3]]"
20609,col,"[[3], [2, 1], [2, 1], [1, 1, 1], [1]]"
20610,row,"[[1], [3], [4], [1, 1], [3]]"
20610,col,"[[3], [2, 1], [2, 1], [1, 1, 1], [1]]"
20611,row,"[[3, 1], [4], [1, 1], [3], [0]]"
20611,col,"[[1], [2, 1], [4], [1, 1], [3]]"
20612,row,"[[3, 1], [4], [1, 1], [3], [0]]"
20612,col,"[[1], [2, 1], [4], [1, 1], [3]]"
20613,row,"[[3, 1], [4], [1, 1], [3], [0]]"
20613,col,"[[1], [2, 1], [4], [1, 1], [3]]"
20614,row,"[[3, 1], [4], [1, 1], [3], [0]]"
20614,col,"[[1], [2, 1], [4], [1, 1], [3]]"
20615,row,"[[3, 1], [4], [1, 1], [3], [0]]"
20615,col,"[[1], [2, 1], [4], [1, 1], [3]]"
20616,row,"[[3, 1], [4], [1, 1], [3], [0]]"
20616,col,"[[1], [2, 1], [4], [1, 1], [3]]"
20617,row,"[[1, 1], [1], [1, 2], [2], [2]]"
20617,col,"[[3], [1], [1], [1, 2], [2]]"
20618,row,"[[1, 1], [1], [1, 2], [2], [2]]"
20618,col,"[[3], [1], [1], [1, 2], [2]]"
20619,row,"[[1, 1], [1], [1, 2], [2], [2]]"
20619,col,"[[3], [1], [1], [1, 2], [2]]"
20620,row,"[[1, 1], [1], [1, 2], [2], [2]]"
20620,col,"[[3], [1], [1], [1, 2], [2]]"
20621,row,"[[1, 1], [1], [1, 2], [2], [2]]"
20621,col,"[[3], [1], [1], [1, 2], [2]]"
20622,row,"[[1, 1], [1], [1, 2], [2], [2]]"
20622,col,"[[3], [1], [1], [1, 2], [2]]"
20623,row,"[[1, 1], [4], [1, 1], [2, 1], [5]]"
20623,col,"[[5], [1, 2], [3, 1], [1, 1], [2]]"
20624,row,"[[1, 1], [4], [1, 1], [2, 1], [5]]"
20624,col,"[[5], [1, 2], [3, 1], [1, 1], [2]]"
20625,row,"[[1, 1], [4], [1, 1], [2, 1], [5]]"
20625,col,"[[5], [1, 2], [3, 1], [1, 1], [2]]"
20626,row,"[[1, 1], [4], [1, 1], [2, 1], [5]]"
20626,col,"[[5], [1, 2], [3, 1], [1, 1], [2]]"
20627,row,"[[1, 1], [4], [1, 1], [2, 1], [5]]"
20627,col,"[[5], [1, 2], [3, 1], [1, 1], [2]]"
20628,row,"[[1, 1], [4], [1, 1], [2, 1], [5]]"
20628,col,"[[5], [1, 2], [3, 1], [1, 1], [2]]"
20629,row,"[[2, 1], [1, 2], [1], [2, 2], [3]]"
20629,col,"[[2, 1], [1, 1], [1], [1, 2], [5]]"
20630,row,"[[2, 1], [1, 2], [1], [2, 2], [3]]"
20630,col,"[[2, 1], [1, 1], [1], [1, 2], [5]]"
20631,row,"[[2, 1], [1, 2], [1], [2, 2], [3]]"
20631,col,"[[2, 1], [1, 1], [1], [1, 2], [5]]"
20632,row,"[[2, 1], [1, 2], [1], [2, 2], [3]]"
20632,col,"[[2, 1], [1, 1], [1], [1, 2], [5]]"
20633,row,"[[2, 1], [1, 2], [1], [2, 2], [3]]"
20633,col,"[[2, 1], [1, 1], [1], [1, 2], [5]]"
20634,row,"[[2, 1], [1, 2], [1], [2, 2], [3]]"
20634,col,"[[2, 1], [1, 1], [1], [1, 2], [5]]"
20635,row,"[[1, 2], [3], [1], [4], [1, 1]]"
20635,col,"[[2, 1], [2, 1], [1, 2], [1, 1], [1, 1]]"
20636,row,"[[1, 2], [3], [1], [4], [1, 1]]"
20636,col,"[[2, 1], [2, 1], [1, 2], [1, 1], [1, 1]]"
20637,row,"[[1, 2], [3], [1], [4], [1, 1]]"
20637,col,"[[2, 1], [2, 1], [1, 2], [1, 1], [1, 1]]"
20638,row,"[[1, 2], [3], [1], [4], [1, 1]]"
20638,col,"[[2, 1], [2, 1], [1, 2], [1, 1], [1, 1]]"
20639,row,"[[1, 2], [3], [1], [4], [1, 1]]"
20639,col,"[[2, 1], [2, 1], [1, 2], [1, 1], [1, 1]]"
20640,row,"[[1, 2], [3], [1], [4], [1, 1]]"
20640,col,"[[2, 1], [2, 1], [1, 2], [1, 1], [1, 1]]"
20641,row,"[[1, 2], [1, 1, 1], [1, 2], [1, 1], [3]]"
20641,col,"[[3], [2], [2, 1], [1, 1, 1], [2, 1]]"
20642,row,"[[1, 2], [1, 1, 1], [1, 2], [1, 1], [3]]"
20642,col,"[[3], [2], [2, 1], [1, 1, 1], [2, 1]]"
20643,row,"[[1, 2], [1, 1, 1], [1, 2], [1, 1], [3]]"
20643,col,"[[3], [2], [2, 1], [1, 1, 1], [2, 1]]"
20644,row,"[[1, 2], [1, 1, 1], [1, 2], [1, 1], [3]]"
20644,col,"[[3], [2], [2, 1], [1, 1, 1], [2, 1]]"
20645,row,"[[1, 2], [1, 1, 1], [1, 2], [1, 1], [3]]"
20645,col,"[[3], [2], [2, 1], [1, 1, 1], [2, 1]]"
20646,row,"[[1, 2], [1, 1, 1], [1, 2], [1, 1], [3]]"
20646,col,"[[3], [2], [2, 1], [1, 1, 1], [2, 1]]"
20647,row,"[[5], [4], [3], [1, 3], [1]]"
20647,col,"[[1, 2], [3], [4], [2, 2], [2, 1]]"
20648,row,"[[5], [4], [3], [1, 3], [1]]"
20648,col,"[[1, 2], [3], [4], [2, 2], [2, 1]]"
20649,row,"[[5], [4], [3], [1, 3], [1]]"
20649,col,"[[1, 2], [3], [4], [2, 2], [2, 1]]"
20650,row,"[[5], [4], [3], [1, 3], [1]]"
20650,col,"[[1, 2], [3], [4], [2, 2], [2, 1]]"
20651,row,"[[5], [4], [3], [1, 3], [1]]"
20651,col,"[[1, 2], [3], [4], [2, 2], [2, 1]]"
20652,row,"[[5], [4], [3], [1, 3], [1]]"
20652,col,"[[1, 2], [3], [4], [2, 2], [2, 1]]"
20653,row,"[[2, 2], [1, 2], [3, 1], [1], [3]]"
20653,col,"[[3, 1], [1, 1, 1], [1, 1], [2], [4]]"
20654,row,"[[2, 2], [1, 2], [3, 1], [1], [3]]"
20654,col,"[[3, 1], [1, 1, 1], [1, 1], [2], [4]]"
20655,row,"[[2, 2], [1, 2], [3, 1], [1], [3]]"
20655,col,"[[3, 1], [1, 1, 1], [1, 1], [2], [4]]"
20656,row,"[[2, 2], [1, 2], [3, 1], [1], [3]]"
20656,col,"[[3, 1], [1, 1, 1], [1, 1], [2], [4]]"
20657,row,"[[2, 2], [1, 2], [3, 1], [1], [3]]"
20657,col,"[[3, 1], [1, 1, 1], [1, 1], [2], [4]]"
20658,row,"[[2, 2], [1, 2], [3, 1], [1], [3]]"
20658,col,"[[3, 1], [1, 1, 1], [1, 1], [2], [4]]"
20659,row,"[[1, 1], [3], [2, 1], [2], [2]]"
20659,col,"[[1], [2, 1], [5], [1, 1], [1]]"
20660,row,"[[1, 1], [3], [2, 1], [2], [2]]"
20660,col,"[[1], [2, 1], [5], [1, 1], [1]]"
20661,row,"[[1, 1], [3], [2, 1], [2], [2]]"
20661,col,"[[1], [2, 1], [5], [1, 1], [1]]"
20662,row,"[[1, 1], [3], [2, 1], [2], [2]]"
20662,col,"[[1], [2, 1], [5], [1, 1], [1]]"
20663,row,"[[1, 1], [3], [2, 1], [2], [2]]"
20663,col,"[[1], [2, 1], [5], [1, 1], [1]]"
20664,row,"[[1, 1], [3], [2, 1], [2], [2]]"
20664,col,"[[1], [2, 1], [5], [1, 1], [1]]"
20665,row,"[[2, 1], [2, 1], [2, 2], [1, 1], [1, 3]]"
20665,col,"[[3, 1], [4], [1], [1, 1], [5]]"
20666,row,"[[2, 1], [2, 1], [2, 2], [1, 1], [1, 3]]"
20666,col,"[[3, 1], [4], [1], [1, 1], [5]]"
20667,row,"[[2, 1], [2, 1], [2, 2], [1, 1], [1, 3]]"
20667,col,"[[3, 1], [4], [1], [1, 1], [5]]"
20668,row,"[[2, 1], [2, 1], [2, 2], [1, 1], [1, 3]]"
20668,col,"[[3, 1], [4], [1], [1, 1], [5]]"
20669,row,"[[2, 1], [2, 1], [2, 2], [1, 1], [1, 3]]"
20669,col,"[[3, 1], [4], [1], [1, 1], [5]]"
20670,row,"[[2, 1], [2, 1], [2, 2], [1, 1], [1, 3]]"
20670,col,"[[3, 1], [4], [1], [1, 1], [5]]"
20671,row,"[[2], [1, 2], [3], [1, 1], [0]]"
20671,col,"[[2], [3], [1, 2], [1], [1]]"
20672,row,"[[2], [1, 2], [3], [1, 1], [0]]"
20672,col,"[[2], [3], [1, 2], [1], [1]]"
20673,row,"[[2], [1, 2], [3], [1, 1], [0]]"
20673,col,"[[2], [3], [1, 2], [1], [1]]"
20674,row,"[[2], [1, 2], [3], [1, 1], [0]]"
20674,col,"[[2], [3], [1, 2], [1], [1]]"
20675,row,"[[2], [1, 2], [3], [1, 1], [0]]"
20675,col,"[[2], [3], [1, 2], [1], [1]]"
20676,row,"[[2], [1, 2], [3], [1, 1], [0]]"
20676,col,"[[2], [3], [1, 2], [1], [1]]"
20677,row,"[[1, 1], [1], [2], [3, 1], [3, 1]]"
20677,col,"[[1, 2], [2], [2], [2], [1, 3]]"
20678,row,"[[1, 1], [1], [2], [3, 1], [3, 1]]"
20678,col,"[[1, 2], [2], [2], [2], [1, 3]]"
20679,row,"[[1, 1], [1], [2], [3, 1], [3, 1]]"
20679,col,"[[1, 2], [2], [2], [2], [1, 3]]"
20680,row,"[[1, 1], [1], [2], [3, 1], [3, 1]]"
20680,col,"[[1, 2], [2], [2], [2], [1, 3]]"
20681,row,"[[1, 1], [1], [2], [3, 1], [3, 1]]"
20681,col,"[[1, 2], [2], [2], [2], [1, 3]]"
20682,row,"[[1, 1], [1], [2], [3, 1], [3, 1]]"
20682,col,"[[1, 2], [2], [2], [2], [1, 3]]"
20683,row,"[[4], [1, 2], [2, 1], [2, 1], [3]]"
20683,col,"[[3], [1, 3], [1, 1], [5], [2]]"
20684,row,"[[4], [1, 2], [2, 1], [2, 1], [3]]"
20684,col,"[[3], [1, 3], [1, 1], [5], [2]]"
20685,row,"[[4], [1, 2], [2, 1], [2, 1], [3]]"
20685,col,"[[3], [1, 3], [1, 1], [5], [2]]"
20686,row,"[[4], [1, 2], [2, 1], [2, 1], [3]]"
20686,col,"[[3], [1, 3], [1, 1], [5], [2]]"
20687,row,"[[4], [1, 2], [2, 1], [2, 1], [3]]"
20687,col,"[[3], [1, 3], [1, 1], [5], [2]]"
20688,row,"[[4], [1, 2], [2, 1], [2, 1], [3]]"
20688,col,"[[3], [1, 3], [1, 1], [5], [2]]"
20689,row,"[[1, 1], [4], [1, 3], [1], [1, 2]]"
20689,col,"[[2], [1, 2], [3], [2, 1], [1, 1, 1]]"
20690,row,"[[1, 1], [4], [1, 3], [1], [1, 2]]"
20690,col,"[[2], [1, 2], [3], [2, 1], [1, 1, 1]]"
20691,row,"[[1, 1], [4], [1, 3], [1], [1, 2]]"
20691,col,"[[2], [1, 2], [3], [2, 1], [1, 1, 1]]"
20692,row,"[[1, 1], [4], [1, 3], [1], [1, 2]]"
20692,col,"[[2], [1, 2], [3], [2, 1], [1, 1, 1]]"
20693,row,"[[1, 1], [4], [1, 3], [1], [1, 2]]"
20693,col,"[[2], [1, 2], [3], [2, 1], [1, 1, 1]]"
20694,row,"[[1, 1], [4], [1, 3], [1], [1, 2]]"
20694,col,"[[2], [1, 2], [3], [2, 1], [1, 1, 1]]"
20695,row,"[[1], [1], [2, 2], [1, 2], [1, 1]]"
20695,col,"[[3], [2], [0], [1, 2], [3]]"
20696,row,"[[1], [1], [2, 2], [1, 2], [1, 1]]"
20696,col,"[[3], [2], [0], [1, 2], [3]]"
20697,row,"[[1], [1], [2, 2], [1, 2], [1, 1]]"
20697,col,"[[3], [2], [0], [1, 2], [3]]"
20698,row,"[[1], [1], [2, 2], [1, 2], [1, 1]]"
20698,col,"[[3], [2], [0], [1, 2], [3]]"
20699,row,"[[1], [1], [2, 2], [1, 2], [1, 1]]"
20699,col,"[[3], [2], [0], [1, 2], [3]]"
20700,row,"[[1], [1], [2, 2], [1, 2], [1, 1]]"
20700,col,"[[3], [2], [0], [1, 2], [3]]"
20701,row,"[[1, 1], [1, 3], [2], [1, 1], [2]]"
20701,col,"[[2], [1, 1], [4], [2], [1, 1]]"
20702,row,"[[1, 1], [1, 3], [2], [1, 1], [2]]"
20702,col,"[[2], [1, 1], [4], [2], [1, 1]]"
20703,row,"[[1, 1], [1, 3], [2], [1, 1], [2]]"
20703,col,"[[2], [1, 1], [4], [2], [1, 1]]"
20704,row,"[[1, 1], [1, 3], [2], [1, 1], [2]]"
20704,col,"[[2], [1, 1], [4], [2], [1, 1]]"
20705,row,"[[1, 1], [1, 3], [2], [1, 1], [2]]"
20705,col,"[[2], [1, 1], [4], [2], [1, 1]]"
20706,row,"[[1, 1], [1, 3], [2], [1, 1], [2]]"
20706,col,"[[2], [1, 1], [4], [2], [1, 1]]"
20707,row,"[[5], [1, 1], [1, 2], [1], [1, 2]]"
20707,col,"[[1], [1, 3], [2], [1, 1, 1], [3, 1]]"
20708,row,"[[5], [1, 1], [1, 2], [1], [1, 2]]"
20708,col,"[[1], [1, 3], [2], [1, 1, 1], [3, 1]]"
20709,row,"[[5], [1, 1], [1, 2], [1], [1, 2]]"
20709,col,"[[1], [1, 3], [2], [1, 1, 1], [3, 1]]"
20710,row,"[[5], [1, 1], [1, 2], [1], [1, 2]]"
20710,col,"[[1], [1, 3], [2], [1, 1, 1], [3, 1]]"
20711,row,"[[5], [1, 1], [1, 2], [1], [1, 2]]"
20711,col,"[[1], [1, 3], [2], [1, 1, 1], [3, 1]]"
20712,row,"[[5], [1, 1], [1, 2], [1], [1, 2]]"
20712,col,"[[1], [1, 3], [2], [1, 1, 1], [3, 1]]"
20713,row,"[[3], [1, 1], [1, 3], [2], [2]]"
20713,col,"[[2], [1, 1], [5], [1, 1, 1], [1]]"
20714,row,"[[3], [1, 1], [1, 3], [2], [2]]"
20714,col,"[[2], [1, 1], [5], [1, 1, 1], [1]]"
20715,row,"[[3], [1, 1], [1, 3], [2], [2]]"
20715,col,"[[2], [1, 1], [5], [1, 1, 1], [1]]"
20716,row,"[[3], [1, 1], [1, 3], [2], [2]]"
20716,col,"[[2], [1, 1], [5], [1, 1, 1], [1]]"
20717,row,"[[3], [1, 1], [1, 3], [2], [2]]"
20717,col,"[[2], [1, 1], [5], [1, 1, 1], [1]]"
20718,row,"[[3], [1, 1], [1, 3], [2], [2]]"
20718,col,"[[2], [1, 1], [5], [1, 1, 1], [1]]"
20719,row,"[[1, 1], [2], [1, 2], [1, 1], [1, 1]]"
20719,col,"[[3], [2], [3], [1, 1, 1], [0]]"
20720,row,"[[1, 1], [2], [1, 2], [1, 1], [1, 1]]"
20720,col,"[[3], [2], [3], [1, 1, 1], [0]]"
20721,row,"[[1, 1], [2], [1, 2], [1, 1], [1, 1]]"
20721,col,"[[3], [2], [3], [1, 1, 1], [0]]"
20722,row,"[[1, 1], [2], [1, 2], [1, 1], [1, 1]]"
20722,col,"[[3], [2], [3], [1, 1, 1], [0]]"
20723,row,"[[1, 1], [2], [1, 2], [1, 1], [1, 1]]"
20723,col,"[[3], [2], [3], [1, 1, 1], [0]]"
20724,row,"[[1, 1], [2], [1, 2], [1, 1], [1, 1]]"
20724,col,"[[3], [2], [3], [1, 1, 1], [0]]"
20725,row,"[[1, 1], [2], [1, 1, 1], [3, 1], [1]]"
20725,col,"[[2], [1, 1], [2], [1, 1], [4]]"
20726,row,"[[1, 1], [2], [1, 1, 1], [3, 1], [1]]"
20726,col,"[[2], [1, 1], [2], [1, 1], [4]]"
20727,row,"[[1, 1], [2], [1, 1, 1], [3, 1], [1]]"
20727,col,"[[2], [1, 1], [2], [1, 1], [4]]"
20728,row,"[[1, 1], [2], [1, 1, 1], [3, 1], [1]]"
20728,col,"[[2], [1, 1], [2], [1, 1], [4]]"
20729,row,"[[1, 1], [2], [1, 1, 1], [3, 1], [1]]"
20729,col,"[[2], [1, 1], [2], [1, 1], [4]]"
20730,row,"[[1, 1], [2], [1, 1, 1], [3, 1], [1]]"
20730,col,"[[2], [1, 1], [2], [1, 1], [4]]"
20731,row,"[[0], [1], [0], [0], [1, 3]]"
20731,col,"[[1, 1], [0], [1], [1], [1]]"
20732,row,"[[0], [1], [0], [0], [1, 3]]"
20732,col,"[[1, 1], [0], [1], [1], [1]]"
20733,row,"[[0], [1], [0], [0], [1, 3]]"
20733,col,"[[1, 1], [0], [1], [1], [1]]"
20734,row,"[[0], [1], [0], [0], [1, 3]]"
20734,col,"[[1, 1], [0], [1], [1], [1]]"
20735,row,"[[0], [1], [0], [0], [1, 3]]"
20735,col,"[[1, 1], [0], [1], [1], [1]]"
20736,row,"[[0], [1], [0], [0], [1, 3]]"
20736,col,"[[1, 1], [0], [1], [1], [1]]"
20737,row,"[[1], [1], [1, 1], [3], [2, 1]]"
20737,col,"[[2, 1], [2], [2], [1, 2], [0]]"
20738,row,"[[1], [1], [1, 1], [3], [2, 1]]"
20738,col,"[[2, 1], [2], [2], [1, 2], [0]]"
20739,row,"[[1], [1], [1, 1], [3], [2, 1]]"
20739,col,"[[2, 1], [2], [2], [1, 2], [0]]"
20740,row,"[[1], [1], [1, 1], [3], [2, 1]]"
20740,col,"[[2, 1], [2], [2], [1, 2], [0]]"
20741,row,"[[1], [1], [1, 1], [3], [2, 1]]"
20741,col,"[[2, 1], [2], [2], [1, 2], [0]]"
20742,row,"[[1], [1], [1, 1], [3], [2, 1]]"
20742,col,"[[2, 1], [2], [2], [1, 2], [0]]"
20743,row,"[[2, 1], [2, 2], [0], [5], [3, 1]]"
20743,col,"[[2, 2], [2, 2], [2], [2, 1], [1, 2]]"
20744,row,"[[2, 1], [2, 2], [0], [5], [3, 1]]"
20744,col,"[[2, 2], [2, 2], [2], [2, 1], [1, 2]]"
20745,row,"[[2, 1], [2, 2], [0], [5], [3, 1]]"
20745,col,"[[2, 2], [2, 2], [2], [2, 1], [1, 2]]"
20746,row,"[[2, 1], [2, 2], [0], [5], [3, 1]]"
20746,col,"[[2, 2], [2, 2], [2], [2, 1], [1, 2]]"
20747,row,"[[2, 1], [2, 2], [0], [5], [3, 1]]"
20747,col,"[[2, 2], [2, 2], [2], [2, 1], [1, 2]]"
20748,row,"[[2, 1], [2, 2], [0], [5], [3, 1]]"
20748,col,"[[2, 2], [2, 2], [2], [2, 1], [1, 2]]"
20749,row,"[[1, 1, 1], [1, 3], [2], [2, 2], [2, 1]]"
20749,col,"[[2, 1], [2], [3, 1], [3], [2, 2]]"
20750,row,"[[1, 1, 1], [1, 3], [2], [2, 2], [2, 1]]"
20750,col,"[[2, 1], [2], [3, 1], [3], [2, 2]]"
20751,row,"[[1, 1, 1], [1, 3], [2], [2, 2], [2, 1]]"
20751,col,"[[2, 1], [2], [3, 1], [3], [2, 2]]"
20752,row,"[[1, 1, 1], [1, 3], [2], [2, 2], [2, 1]]"
20752,col,"[[2, 1], [2], [3, 1], [3], [2, 2]]"
20753,row,"[[1, 1, 1], [1, 3], [2], [2, 2], [2, 1]]"
20753,col,"[[2, 1], [2], [3, 1], [3], [2, 2]]"
20754,row,"[[1, 1, 1], [1, 3], [2], [2, 2], [2, 1]]"
20754,col,"[[2, 1], [2], [3, 1], [3], [2, 2]]"
20755,row,"[[2], [2, 1], [5], [1], [1]]"
20755,col,"[[1], [4], [3], [1], [2, 1]]"
20756,row,"[[2], [2, 1], [5], [1], [1]]"
20756,col,"[[1], [4], [3], [1], [2, 1]]"
20757,row,"[[2], [2, 1], [5], [1], [1]]"
20757,col,"[[1], [4], [3], [1], [2, 1]]"
20758,row,"[[2], [2, 1], [5], [1], [1]]"
20758,col,"[[1], [4], [3], [1], [2, 1]]"
20759,row,"[[2], [2, 1], [5], [1], [1]]"
20759,col,"[[1], [4], [3], [1], [2, 1]]"
20760,row,"[[2], [2, 1], [5], [1], [1]]"
20760,col,"[[1], [4], [3], [1], [2, 1]]"
20761,row,"[[3], [1, 2], [1, 1], [2, 1], [1, 1]]"
20761,col,"[[2, 2], [1, 1], [3, 1], [1], [2]]"
20762,row,"[[3], [1, 2], [1, 1], [2, 1], [1, 1]]"
20762,col,"[[2, 2], [1, 1], [3, 1], [1], [2]]"
20763,row,"[[3], [1, 2], [1, 1], [2, 1], [1, 1]]"
20763,col,"[[2, 2], [1, 1], [3, 1], [1], [2]]"
20764,row,"[[3], [1, 2], [1, 1], [2, 1], [1, 1]]"
20764,col,"[[2, 2], [1, 1], [3, 1], [1], [2]]"
20765,row,"[[3], [1, 2], [1, 1], [2, 1], [1, 1]]"
20765,col,"[[2, 2], [1, 1], [3, 1], [1], [2]]"
20766,row,"[[3], [1, 2], [1, 1], [2, 1], [1, 1]]"
20766,col,"[[2, 2], [1, 1], [3, 1], [1], [2]]"
20767,row,"[[1, 1], [4], [0], [2, 2], [2, 1]]"
20767,col,"[[1, 2], [2, 2], [1], [1, 1], [1, 2]]"
20768,row,"[[1, 1], [4], [0], [2, 2], [2, 1]]"
20768,col,"[[1, 2], [2, 2], [1], [1, 1], [1, 2]]"
20769,row,"[[1, 1], [4], [0], [2, 2], [2, 1]]"
20769,col,"[[1, 2], [2, 2], [1], [1, 1], [1, 2]]"
20770,row,"[[1, 1], [4], [0], [2, 2], [2, 1]]"
20770,col,"[[1, 2], [2, 2], [1], [1, 1], [1, 2]]"
20771,row,"[[1, 1], [4], [0], [2, 2], [2, 1]]"
20771,col,"[[1, 2], [2, 2], [1], [1, 1], [1, 2]]"
20772,row,"[[1, 1], [4], [0], [2, 2], [2, 1]]"
20772,col,"[[1, 2], [2, 2], [1], [1, 1], [1, 2]]"
20773,row,"[[1, 2], [4], [1, 1], [1, 1], [2, 2]]"
20773,col,"[[1, 3], [1, 1], [3], [2, 1], [2, 1]]"
20774,row,"[[1, 2], [4], [1, 1], [1, 1], [2, 2]]"
20774,col,"[[1, 3], [1, 1], [3], [2, 1], [2, 1]]"
20775,row,"[[1, 2], [4], [1, 1], [1, 1], [2, 2]]"
20775,col,"[[1, 3], [1, 1], [3], [2, 1], [2, 1]]"
20776,row,"[[1, 2], [4], [1, 1], [1, 1], [2, 2]]"
20776,col,"[[1, 3], [1, 1], [3], [2, 1], [2, 1]]"
20777,row,"[[1, 2], [4], [1, 1], [1, 1], [2, 2]]"
20777,col,"[[1, 3], [1, 1], [3], [2, 1], [2, 1]]"
20778,row,"[[1, 2], [4], [1, 1], [1, 1], [2, 2]]"
20778,col,"[[1, 3], [1, 1], [3], [2, 1], [2, 1]]"
20779,row,"[[1, 1], [4], [1, 2], [1, 3], [1, 3]]"
20779,col,"[[1, 3], [1], [4], [5], [1, 2]]"
20780,row,"[[1, 1], [4], [1, 2], [1, 3], [1, 3]]"
20780,col,"[[1, 3], [1], [4], [5], [1, 2]]"
20781,row,"[[1, 1], [4], [1, 2], [1, 3], [1, 3]]"
20781,col,"[[1, 3], [1], [4], [5], [1, 2]]"
20782,row,"[[1, 1], [4], [1, 2], [1, 3], [1, 3]]"
20782,col,"[[1, 3], [1], [4], [5], [1, 2]]"
20783,row,"[[1, 1], [4], [1, 2], [1, 3], [1, 3]]"
20783,col,"[[1, 3], [1], [4], [5], [1, 2]]"
20784,row,"[[1, 1], [4], [1, 2], [1, 3], [1, 3]]"
20784,col,"[[1, 3], [1], [4], [5], [1, 2]]"
20785,row,"[[1, 3], [1], [3, 1], [1, 1], [1, 1]]"
20785,col,"[[1, 2], [1, 1], [1, 1], [2, 1], [1, 1, 1]]"
20786,row,"[[1, 3], [1], [3, 1], [1, 1], [1, 1]]"
20786,col,"[[1, 2], [1, 1], [1, 1], [2, 1], [1, 1, 1]]"
20787,row,"[[1, 3], [1], [3, 1], [1, 1], [1, 1]]"
20787,col,"[[1, 2], [1, 1], [1, 1], [2, 1], [1, 1, 1]]"
20788,row,"[[1, 3], [1], [3, 1], [1, 1], [1, 1]]"
20788,col,"[[1, 2], [1, 1], [1, 1], [2, 1], [1, 1, 1]]"
20789,row,"[[1, 3], [1], [3, 1], [1, 1], [1, 1]]"
20789,col,"[[1, 2], [1, 1], [1, 1], [2, 1], [1, 1, 1]]"
20790,row,"[[1, 3], [1], [3, 1], [1, 1], [1, 1]]"
20790,col,"[[1, 2], [1, 1], [1, 1], [2, 1], [1, 1, 1]]"
20791,row,"[[3], [3, 1], [5], [2, 1], [1, 1, 1]]"
20791,col,"[[5], [4], [3, 1], [2], [2, 1]]"
20792,row,"[[3], [3, 1], [5], [2, 1], [1, 1, 1]]"
20792,col,"[[5], [4], [3, 1], [2], [2, 1]]"
20793,row,"[[3], [3, 1], [5], [2, 1], [1, 1, 1]]"
20793,col,"[[5], [4], [3, 1], [2], [2, 1]]"
