puzzle_number,type,hints
16056,row,"[[1, 1], [3], [2], [1, 3], [2, 2]]"
16056,col,"[[1, 2], [1, 1], [1, 1], [5], [3]]"
16057,row,"[[3], [1, 3], [4], [3], [1]]"
16057,col,"[[3], [1, 1], [4], [3], [1, 2]]"
16058,row,"[[3], [1, 3], [4], [3], [1]]"
16058,col,"[[3], [1, 1], [4], [3], [1, 2]]"
16059,row,"[[3], [1, 3], [4], [3], [1]]"
16059,col,"[[3], [1, 1], [4], [3], [1, 2]]"
16060,row,"[[3], [1, 3], [4], [3], [1]]"
16060,col,"[[3], [1, 1], [4], [3], [1, 2]]"
16061,row,"[[3], [1, 3], [4], [3], [1]]"
16061,col,"[[3], [1, 1], [4], [3], [1, 2]]"
16062,row,"[[3], [1, 3], [4], [3], [1]]"
16062,col,"[[3], [1, 1], [4], [3], [1, 2]]"
16063,row,"[[2], [4], [2], [2, 1], [1]]"
16063,col,"[[0], [3], [3], [2], [2, 2]]"
16064,row,"[[2], [4], [2], [2, 1], [1]]"
16064,col,"[[0], [3], [3], [2], [2, 2]]"
16065,row,"[[2], [4], [2], [2, 1], [1]]"
16065,col,"[[0], [3], [3], [2], [2, 2]]"
16066,row,"[[2], [4], [2], [2, 1], [1]]"
16066,col,"[[0], [3], [3], [2], [2, 2]]"
16067,row,"[[2], [4], [2], [2, 1], [1]]"
16067,col,"[[0], [3], [3], [2], [2, 2]]"
16068,row,"[[2], [4], [2], [2, 1], [1]]"
16068,col,"[[0], [3], [3], [2], [2, 2]]"
16069,row,"[[2], [3], [1, 3], [1, 1], [3]]"
16069,col,"[[3], [2], [4], [1, 1], [3]]"
16070,row,"[[2], [3], [1, 3], [1, 1], [3]]"
16070,col,"[[3], [2], [4], [1, 1], [3]]"
16071,row,"[[2], [3], [1, 3], [1, 1], [3]]"
16071,col,"[[3], [2], [4], [1, 1], [3]]"
16072,row,"[[2], [3], [1, 3], [1, 1], [3]]"
16072,col,"[[3], [2], [4], [1, 1], [3]]"
16073,row,"[[2], [3], [1, 3], [1, 1], [3]]"
16073,col,"[[3], [2], [4], [1, 1], [3]]"
16074,row,"[[2], [3], [1, 3], [1, 1], [3]]"
16074,col,"[[3], [2], [4], [1, 1], [3]]"
16075,row,"[[2, 1], [2, 1], [2, 2], [2], [1]]"
16075,col,"[[3], [3, 1], [0], [2], [4]]"
16076,row,"[[2, 1], [2, 1], [2, 2], [2], [1]]"
16076,col,"[[3], [3, 1], [0], [2], [4]]"
16077,row,"[[2, 1], [2, 1], [2, 2], [2], [1]]"
16077,col,"[[3], [3, 1], [0], [2], [4]]"
16078,row,"[[2, 1], [2, 1], [2, 2], [2], [1]]"
16078,col,"[[3], [3, 1], [0], [2], [4]]"
16079,row,"[[2, 1], [2, 1], [2, 2], [2], [1]]"
16079,col,"[[3], [3, 1], [0], [2], [4]]"
16080,row,"[[2, 1], [2, 1], [2, 2], [2], [1]]"
16080,col,"[[3], [3, 1], [0], [2], [4]]"
16081,row,"[[1, 1], [1, 1], [2], [4], [2, 1]]"
16081,col,"[[2, 1], [3], [4], [2], [1]]"
16082,row,"[[1, 1], [1, 1], [2], [4], [2, 1]]"
16082,col,"[[2, 1], [3], [4], [2], [1]]"
16083,row,"[[1, 1], [1, 1], [2], [4], [2, 1]]"
16083,col,"[[2, 1], [3], [4], [2], [1]]"
16084,row,"[[1, 1], [1, 1], [2], [4], [2, 1]]"
16084,col,"[[2, 1], [3], [4], [2], [1]]"
16085,row,"[[1, 1], [1, 1], [2], [4], [2, 1]]"
16085,col,"[[2, 1], [3], [4], [2], [1]]"
16086,row,"[[1, 1], [1, 1], [2], [4], [2, 1]]"
16086,col,"[[2, 1], [3], [4], [2], [1]]"
16087,row,"[[2], [1], [2], [3, 1], [3]]"
16087,col,"[[2], [1, 2], [3], [1, 1], [1, 1]]"
16088,row,"[[2], [1], [2], [3, 1], [3]]"
16088,col,"[[2], [1, 2], [3], [1, 1], [1, 1]]"
16089,row,"[[2], [1], [2], [3, 1], [3]]"
16089,col,"[[2], [1, 2], [3], [1, 1], [1, 1]]"
16090,row,"[[2], [1], [2], [3, 1], [3]]"
16090,col,"[[2], [1, 2], [3], [1, 1], [1, 1]]"
16091,row,"[[2], [1], [2], [3, 1], [3]]"
16091,col,"[[2], [1, 2], [3], [1, 1], [1, 1]]"
16092,row,"[[2], [1], [2], [3, 1], [3]]"
16092,col,"[[2], [1, 2], [3], [1, 1], [1, 1]]"
16093,row,"[[5], [3, 1], [1, 1], [1, 1], [1, 1]]"
16093,col,"[[3], [2, 2], [2], [1, 2], [3]]"
16094,row,"[[5], [3, 1], [1, 1], [1, 1], [1, 1]]"
16094,col,"[[3], [2, 2], [2], [1, 2], [3]]"
16095,row,"[[5], [3, 1], [1, 1], [1, 1], [1, 1]]"
16095,col,"[[3], [2, 2], [2], [1, 2], [3]]"
16096,row,"[[5], [3, 1], [1, 1], [1, 1], [1, 1]]"
16096,col,"[[3], [2, 2], [2], [1, 2], [3]]"
16097,row,"[[5], [3, 1], [1, 1], [1, 1], [1, 1]]"
16097,col,"[[3], [2, 2], [2], [1, 2], [3]]"
16098,row,"[[5], [3, 1], [1, 1], [1, 1], [1, 1]]"
16098,col,"[[3], [2, 2], [2], [1, 2], [3]]"
16099,row,"[[2], [1], [1, 1], [1], [1, 3]]"
16099,col,"[[3, 1], [1], [1], [1], [3]]"
16100,row,"[[2], [1], [1, 1], [1], [1, 3]]"
16100,col,"[[3, 1], [1], [1], [1], [3]]"
16101,row,"[[2], [1], [1, 1], [1], [1, 3]]"
16101,col,"[[3, 1], [1], [1], [1], [3]]"
16102,row,"[[2], [1], [1, 1], [1], [1, 3]]"
16102,col,"[[3, 1], [1], [1], [1], [3]]"
16103,row,"[[2], [1], [1, 1], [1], [1, 3]]"
16103,col,"[[3, 1], [1], [1], [1], [3]]"
16104,row,"[[2], [1], [1, 1], [1], [1, 3]]"
16104,col,"[[3, 1], [1], [1], [1], [3]]"
16105,row,"[[2, 2], [1], [1], [1], [3, 1]]"
16105,col,"[[1, 1], [1, 2], [1, 1], [1, 1], [1, 1]]"
16106,row,"[[2, 2], [1], [1], [1], [3, 1]]"
16106,col,"[[1, 1], [1, 2], [1, 1], [1, 1], [1, 1]]"
16107,row,"[[2, 2], [1], [1], [1], [3, 1]]"
16107,col,"[[1, 1], [1, 2], [1, 1], [1, 1], [1, 1]]"
16108,row,"[[2, 2], [1], [1], [1], [3, 1]]"
16108,col,"[[1, 1], [1, 2], [1, 1], [1, 1], [1, 1]]"
16109,row,"[[2, 2], [1], [1], [1], [3, 1]]"
16109,col,"[[1, 1], [1, 2], [1, 1], [1, 1], [1, 1]]"
16110,row,"[[2, 2], [1], [1], [1], [3, 1]]"
16110,col,"[[1, 1], [1, 2], [1, 1], [1, 1], [1, 1]]"
16111,row,"[[2], [2], [2], [2], [1, 1]]"
16111,col,"[[1], [4], [1, 1], [1, 1], [1]]"
16112,row,"[[2], [2], [2], [2], [1, 1]]"
16112,col,"[[1], [4], [1, 1], [1, 1], [1]]"
16113,row,"[[2], [2], [2], [2], [1, 1]]"
16113,col,"[[1], [4], [1, 1], [1, 1], [1]]"
16114,row,"[[2], [2], [2], [2], [1, 1]]"
16114,col,"[[1], [4], [1, 1], [1, 1], [1]]"
16115,row,"[[2], [2], [2], [2], [1, 1]]"
16115,col,"[[1], [4], [1, 1], [1, 1], [1]]"
16116,row,"[[2], [2], [2], [2], [1, 1]]"
16116,col,"[[1], [4], [1, 1], [1, 1], [1]]"
16117,row,"[[1, 1], [1, 2], [1, 1], [1, 2], [4]]"
16117,col,"[[1, 1], [1, 2], [1, 1], [2, 2], [1, 2]]"
16118,row,"[[1, 1], [1, 2], [1, 1], [1, 2], [4]]"
16118,col,"[[1, 1], [1, 2], [1, 1], [2, 2], [1, 2]]"
16119,row,"[[1, 1], [1, 2], [1, 1], [1, 2], [4]]"
16119,col,"[[1, 1], [1, 2], [1, 1], [2, 2], [1, 2]]"
16120,row,"[[1, 1], [1, 2], [1, 1], [1, 2], [4]]"
16120,col,"[[1, 1], [1, 2], [1, 1], [2, 2], [1, 2]]"
16121,row,"[[1, 1], [1, 2], [1, 1], [1, 2], [4]]"
16121,col,"[[1, 1], [1, 2], [1, 1], [2, 2], [1, 2]]"
16122,row,"[[1, 1], [1, 2], [1, 1], [1, 2], [4]]"
16122,col,"[[1, 1], [1, 2], [1, 1], [2, 2], [1, 2]]"
16123,row,"[[2], [1], [2, 2], [2], [4]]"
16123,col,"[[1, 1], [1, 1, 1], [2], [3], [2, 1]]"
16124,row,"[[2], [1], [2, 2], [2], [4]]"
16124,col,"[[1, 1], [1, 1, 1], [2], [3], [2, 1]]"
16125,row,"[[2], [1], [2, 2], [2], [4]]"
16125,col,"[[1, 1], [1, 1, 1], [2], [3], [2, 1]]"
16126,row,"[[2], [1], [2, 2], [2], [4]]"
16126,col,"[[1, 1], [1, 1, 1], [2], [3], [2, 1]]"
16127,row,"[[2], [1], [2, 2], [2], [4]]"
16127,col,"[[1, 1], [1, 1, 1], [2], [3], [2, 1]]"
16128,row,"[[2], [1], [2, 2], [2], [4]]"
16128,col,"[[1, 1], [1, 1, 1], [2], [3], [2, 1]]"
16129,row,"[[1, 2], [4], [1, 1], [1, 2], [4]]"
16129,col,"[[2, 2], [1, 1], [4], [2, 2], [1, 1]]"
16130,row,"[[1, 2], [4], [1, 1], [1, 2], [4]]"
16130,col,"[[2, 2], [1, 1], [4], [2, 2], [1, 1]]"
16131,row,"[[1, 2], [4], [1, 1], [1, 2], [4]]"
16131,col,"[[2, 2], [1, 1], [4], [2, 2], [1, 1]]"
16132,row,"[[1, 2], [4], [1, 1], [1, 2], [4]]"
16132,col,"[[2, 2], [1, 1], [4], [2, 2], [1, 1]]"
16133,row,"[[1, 2], [4], [1, 1], [1, 2], [4]]"
16133,col,"[[2, 2], [1, 1], [4], [2, 2], [1, 1]]"
16134,row,"[[1, 2], [4], [1, 1], [1, 2], [4]]"
16134,col,"[[2, 2], [1, 1], [4], [2, 2], [1, 1]]"
16135,row,"[[0], [2], [1, 1], [2], [2]]"
16135,col,"[[1, 1], [2, 1], [0], [2], [1]]"
16136,row,"[[0], [2], [1, 1], [2], [2]]"
16136,col,"[[1, 1], [2, 1], [0], [2], [1]]"
16137,row,"[[0], [2], [1, 1], [2], [2]]"
16137,col,"[[1, 1], [2, 1], [0], [2], [1]]"
16138,row,"[[0], [2], [1, 1], [2], [2]]"
16138,col,"[[1, 1], [2, 1], [0], [2], [1]]"
16139,row,"[[0], [2], [1, 1], [2], [2]]"
16139,col,"[[1, 1], [2, 1], [0], [2], [1]]"
16140,row,"[[0], [2], [1, 1], [2], [2]]"
16140,col,"[[1, 1], [2, 1], [0], [2], [1]]"
16141,row,"[[1, 1, 1], [1, 1], [1, 2], [1], [1, 3]]"
16141,col,"[[1, 1], [2], [1, 1], [3], [3, 1]]"
16142,row,"[[1, 1, 1], [1, 1], [1, 2], [1], [1, 3]]"
16142,col,"[[1, 1], [2], [1, 1], [3], [3, 1]]"
16143,row,"[[1, 1, 1], [1, 1], [1, 2], [1], [1, 3]]"
16143,col,"[[1, 1], [2], [1, 1], [3], [3, 1]]"
16144,row,"[[1, 1, 1], [1, 1], [1, 2], [1], [1, 3]]"
16144,col,"[[1, 1], [2], [1, 1], [3], [3, 1]]"
16145,row,"[[1, 1, 1], [1, 1], [1, 2], [1], [1, 3]]"
16145,col,"[[1, 1], [2], [1, 1], [3], [3, 1]]"
16146,row,"[[1, 1, 1], [1, 1], [1, 2], [1], [1, 3]]"
16146,col,"[[1, 1], [2], [1, 1], [3], [3, 1]]"
16147,row,"[[3], [3], [3], [4], [3]]"
16147,col,"[[1, 1], [4], [5], [1, 2], [2]]"
16148,row,"[[3], [3], [3], [4], [3]]"
16148,col,"[[1, 1], [4], [5], [1, 2], [2]]"
16149,row,"[[3], [3], [3], [4], [3]]"
16149,col,"[[1, 1], [4], [5], [1, 2], [2]]"
16150,row,"[[3], [3], [3], [4], [3]]"
16150,col,"[[1, 1], [4], [5], [1, 2], [2]]"
16151,row,"[[3], [3], [3], [4], [3]]"
16151,col,"[[1, 1], [4], [5], [1, 2], [2]]"
16152,row,"[[3], [3], [3], [4], [3]]"
16152,col,"[[1, 1], [4], [5], [1, 2], [2]]"
16153,row,"[[2], [4], [2, 1], [2], [3]]"
16153,col,"[[2], [2, 1], [2, 2], [5], [0]]"
16154,row,"[[2], [4], [2, 1], [2], [3]]"
16154,col,"[[2], [2, 1], [2, 2], [5], [0]]"
16155,row,"[[2], [4], [2, 1], [2], [3]]"
16155,col,"[[2], [2, 1], [2, 2], [5], [0]]"
16156,row,"[[2], [4], [2, 1], [2], [3]]"
16156,col,"[[2], [2, 1], [2, 2], [5], [0]]"
16157,row,"[[2], [4], [2, 1], [2], [3]]"
16157,col,"[[2], [2, 1], [2, 2], [5], [0]]"
16158,row,"[[2], [4], [2, 1], [2], [3]]"
16158,col,"[[2], [2, 1], [2, 2], [5], [0]]"
16159,row,"[[2, 2], [2, 1], [1, 1], [2, 2], [1]]"
16159,col,"[[4], [2, 2], [1], [1, 1], [2, 1]]"
16160,row,"[[2, 2], [2, 1], [1, 1], [2, 2], [1]]"
16160,col,"[[4], [2, 2], [1], [1, 1], [2, 1]]"
16161,row,"[[2, 2], [2, 1], [1, 1], [2, 2], [1]]"
16161,col,"[[4], [2, 2], [1], [1, 1], [2, 1]]"
16162,row,"[[2, 2], [2, 1], [1, 1], [2, 2], [1]]"
16162,col,"[[4], [2, 2], [1], [1, 1], [2, 1]]"
16163,row,"[[2, 2], [2, 1], [1, 1], [2, 2], [1]]"
16163,col,"[[4], [2, 2], [1], [1, 1], [2, 1]]"
16164,row,"[[2, 2], [2, 1], [1, 1], [2, 2], [1]]"
16164,col,"[[4], [2, 2], [1], [1, 1], [2, 1]]"
16165,row,"[[2], [3], [1], [1, 1], [2]]"
16165,col,"[[1, 1], [2, 1], [1], [1, 1], [2]]"
16166,row,"[[2], [3], [1], [1, 1], [2]]"
16166,col,"[[1, 1], [2, 1], [1], [1, 1], [2]]"
16167,row,"[[2], [3], [1], [1, 1], [2]]"
16167,col,"[[1, 1], [2, 1], [1], [1, 1], [2]]"
16168,row,"[[2], [3], [1], [1, 1], [2]]"
16168,col,"[[1, 1], [2, 1], [1], [1, 1], [2]]"
16169,row,"[[2], [3], [1], [1, 1], [2]]"
16169,col,"[[1, 1], [2, 1], [1], [1, 1], [2]]"
16170,row,"[[2], [3], [1], [1, 1], [2]]"
16170,col,"[[1, 1], [2, 1], [1], [1, 1], [2]]"
16171,row,"[[1, 2], [1, 2], [2], [2], [1]]"
16171,col,"[[0], [2, 1], [0], [4], [4]]"
16172,row,"[[1, 2], [1, 2], [2], [2], [1]]"
16172,col,"[[0], [2, 1], [0], [4], [4]]"
16173,row,"[[1, 2], [1, 2], [2], [2], [1]]"
16173,col,"[[0], [2, 1], [0], [4], [4]]"
16174,row,"[[1, 2], [1, 2], [2], [2], [1]]"
16174,col,"[[0], [2, 1], [0], [4], [4]]"
16175,row,"[[1, 2], [1, 2], [2], [2], [1]]"
16175,col,"[[0], [2, 1], [0], [4], [4]]"
16176,row,"[[1, 2], [1, 2], [2], [2], [1]]"
16176,col,"[[0], [2, 1], [0], [4], [4]]"
16177,row,"[[1, 3], [3], [2], [4], [5]]"
16177,col,"[[1, 2], [3], [5], [2, 2], [2, 1]]"
16178,row,"[[1, 3], [3], [2], [4], [5]]"
16178,col,"[[1, 2], [3], [5], [2, 2], [2, 1]]"
16179,row,"[[1, 3], [3], [2], [4], [5]]"
16179,col,"[[1, 2], [3], [5], [2, 2], [2, 1]]"
16180,row,"[[1, 3], [3], [2], [4], [5]]"
16180,col,"[[1, 2], [3], [5], [2, 2], [2, 1]]"
16181,row,"[[1, 3], [3], [2], [4], [5]]"
16181,col,"[[1, 2], [3], [5], [2, 2], [2, 1]]"
16182,row,"[[1, 3], [3], [2], [4], [5]]"
16182,col,"[[1, 2], [3], [5], [2, 2], [2, 1]]"
16183,row,"[[2, 2], [2], [1, 1], [1, 2], [2]]"
16183,col,"[[1, 2], [2], [1, 2], [1, 3], [1]]"
16184,row,"[[2, 2], [2], [1, 1], [1, 2], [2]]"
16184,col,"[[1, 2], [2], [1, 2], [1, 3], [1]]"
16185,row,"[[2, 2], [2], [1, 1], [1, 2], [2]]"
16185,col,"[[1, 2], [2], [1, 2], [1, 3], [1]]"
16186,row,"[[2, 2], [2], [1, 1], [1, 2], [2]]"
16186,col,"[[1, 2], [2], [1, 2], [1, 3], [1]]"
16187,row,"[[2, 2], [2], [1, 1], [1, 2], [2]]"
16187,col,"[[1, 2], [2], [1, 2], [1, 3], [1]]"
16188,row,"[[2, 2], [2], [1, 1], [1, 2], [2]]"
16188,col,"[[1, 2], [2], [1, 2], [1, 3], [1]]"
16189,row,"[[2, 1], [1, 2], [3], [2, 2], [3]]"
16189,col,"[[1, 1], [1, 3], [3, 1], [4], [1, 1]]"
16190,row,"[[2, 1], [1, 2], [3], [2, 2], [3]]"
16190,col,"[[1, 1], [1, 3], [3, 1], [4], [1, 1]]"
16191,row,"[[2, 1], [1, 2], [3], [2, 2], [3]]"
16191,col,"[[1, 1], [1, 3], [3, 1], [4], [1, 1]]"
16192,row,"[[2, 1], [1, 2], [3], [2, 2], [3]]"
16192,col,"[[1, 1], [1, 3], [3, 1], [4], [1, 1]]"
16193,row,"[[2, 1], [1, 2], [3], [2, 2], [3]]"
16193,col,"[[1, 1], [1, 3], [3, 1], [4], [1, 1]]"
16194,row,"[[2, 1], [1, 2], [3], [2, 2], [3]]"
16194,col,"[[1, 1], [1, 3], [3, 1], [4], [1, 1]]"
16195,row,"[[1], [1, 1], [3, 1], [5], [1, 2]]"
16195,col,"[[2], [3], [3], [2], [5]]"
16196,row,"[[1], [1, 1], [3, 1], [5], [1, 2]]"
16196,col,"[[2], [3], [3], [2], [5]]"
16197,row,"[[1], [1, 1], [3, 1], [5], [1, 2]]"
16197,col,"[[2], [3], [3], [2], [5]]"
16198,row,"[[1], [1, 1], [3, 1], [5], [1, 2]]"
16198,col,"[[2], [3], [3], [2], [5]]"
16199,row,"[[1], [1, 1], [3, 1], [5], [1, 2]]"
16199,col,"[[2], [3], [3], [2], [5]]"
16200,row,"[[1], [1, 1], [3, 1], [5], [1, 2]]"
16200,col,"[[2], [3], [3], [2], [5]]"
16201,row,"[[5], [2, 1], [2, 1], [2, 1], [1, 1]]"
16201,col,"[[4], [5], [1], [1, 2], [2, 1]]"
16202,row,"[[5], [2, 1], [2, 1], [2, 1], [1, 1]]"
16202,col,"[[4], [5], [1], [1, 2], [2, 1]]"
16203,row,"[[5], [2, 1], [2, 1], [2, 1], [1, 1]]"
16203,col,"[[4], [5], [1], [1, 2], [2, 1]]"
16204,row,"[[5], [2, 1], [2, 1], [2, 1], [1, 1]]"
16204,col,"[[4], [5], [1], [1, 2], [2, 1]]"
16205,row,"[[5], [2, 1], [2, 1], [2, 1], [1, 1]]"
16205,col,"[[4], [5], [1], [1, 2], [2, 1]]"
16206,row,"[[5], [2, 1], [2, 1], [2, 1], [1, 1]]"
16206,col,"[[4], [5], [1], [1, 2], [2, 1]]"
16207,row,"[[1], [4], [2], [1, 2], [1, 2]]"
16207,col,"[[1], [2, 2], [1], [4], [3]]"
16208,row,"[[1], [4], [2], [1, 2], [1, 2]]"
16208,col,"[[1], [2, 2], [1], [4], [3]]"
16209,row,"[[1], [4], [2], [1, 2], [1, 2]]"
16209,col,"[[1], [2, 2], [1], [4], [3]]"
16210,row,"[[1], [4], [2], [1, 2], [1, 2]]"
16210,col,"[[1], [2, 2], [1], [4], [3]]"
16211,row,"[[1], [4], [2], [1, 2], [1, 2]]"
16211,col,"[[1], [2, 2], [1], [4], [3]]"
16212,row,"[[1], [4], [2], [1, 2], [1, 2]]"
16212,col,"[[1], [2, 2], [1], [4], [3]]"
16213,row,"[[1], [1], [2], [1], [1, 1]]"
16213,col,"[[0], [1], [2, 1], [0], [1, 2]]"
16214,row,"[[1], [1], [2], [1], [1, 1]]"
16214,col,"[[0], [1], [2, 1], [0], [1, 2]]"
16215,row,"[[1], [1], [2], [1], [1, 1]]"
16215,col,"[[0], [1], [2, 1], [0], [1, 2]]"
16216,row,"[[1], [1], [2], [1], [1, 1]]"
16216,col,"[[0], [1], [2, 1], [0], [1, 2]]"
16217,row,"[[1], [1], [2], [1], [1, 1]]"
16217,col,"[[0], [1], [2, 1], [0], [1, 2]]"
16218,row,"[[1], [1], [2], [1], [1, 1]]"
16218,col,"[[0], [1], [2, 1], [0], [1, 2]]"
16219,row,"[[3, 1], [2], [2, 2], [1, 3], [1, 1]]"
16219,col,"[[1, 2], [1, 1, 1], [2, 1], [4], [1, 2]]"
16220,row,"[[3, 1], [2], [2, 2], [1, 3], [1, 1]]"
16220,col,"[[1, 2], [1, 1, 1], [2, 1], [4], [1, 2]]"
16221,row,"[[3, 1], [2], [2, 2], [1, 3], [1, 1]]"
16221,col,"[[1, 2], [1, 1, 1], [2, 1], [4], [1, 2]]"
16222,row,"[[3, 1], [2], [2, 2], [1, 3], [1, 1]]"
16222,col,"[[1, 2], [1, 1, 1], [2, 1], [4], [1, 2]]"
16223,row,"[[3, 1], [2], [2, 2], [1, 3], [1, 1]]"
16223,col,"[[1, 2], [1, 1, 1], [2, 1], [4], [1, 2]]"
16224,row,"[[3, 1], [2], [2, 2], [1, 3], [1, 1]]"
16224,col,"[[1, 2], [1, 1, 1], [2, 1], [4], [1, 2]]"
16225,row,"[[3], [3], [2, 2], [2], [2]]"
16225,col,"[[1, 1, 1], [5], [2, 1], [2], [1]]"
16226,row,"[[3], [3], [2, 2], [2], [2]]"
16226,col,"[[1, 1, 1], [5], [2, 1], [2], [1]]"
16227,row,"[[3], [3], [2, 2], [2], [2]]"
16227,col,"[[1, 1, 1], [5], [2, 1], [2], [1]]"
16228,row,"[[3], [3], [2, 2], [2], [2]]"
16228,col,"[[1, 1, 1], [5], [2, 1], [2], [1]]"
16229,row,"[[3], [3], [2, 2], [2], [2]]"
16229,col,"[[1, 1, 1], [5], [2, 1], [2], [1]]"
16230,row,"[[3], [3], [2, 2], [2], [2]]"
16230,col,"[[1, 1, 1], [5], [2, 1], [2], [1]]"
16231,row,"[[1], [5], [4], [0], [3]]"
16231,col,"[[2], [2], [2, 1], [3, 1], [1, 1]]"
16232,row,"[[1], [5], [4], [0], [3]]"
16232,col,"[[2], [2], [2, 1], [3, 1], [1, 1]]"
16233,row,"[[1], [5], [4], [0], [3]]"
16233,col,"[[2], [2], [2, 1], [3, 1], [1, 1]]"
16234,row,"[[1], [5], [4], [0], [3]]"
16234,col,"[[2], [2], [2, 1], [3, 1], [1, 1]]"
16235,row,"[[1], [5], [4], [0], [3]]"
16235,col,"[[2], [2], [2, 1], [3, 1], [1, 1]]"
16236,row,"[[1], [5], [4], [0], [3]]"
16236,col,"[[2], [2], [2, 1], [3, 1], [1, 1]]"
16237,row,"[[3], [1, 1], [3], [3, 1], [2]]"
16237,col,"[[1, 2], [4], [1, 3], [1], [1, 1]]"
16238,row,"[[3], [1, 1], [3], [3, 1], [2]]"
16238,col,"[[1, 2], [4], [1, 3], [1], [1, 1]]"
16239,row,"[[3], [1, 1], [3], [3, 1], [2]]"
16239,col,"[[1, 2], [4], [1, 3], [1], [1, 1]]"
16240,row,"[[3], [1, 1], [3], [3, 1], [2]]"
16240,col,"[[1, 2], [4], [1, 3], [1], [1, 1]]"
16241,row,"[[3], [1, 1], [3], [3, 1], [2]]"
16241,col,"[[1, 2], [4], [1, 3], [1], [1, 1]]"
16242,row,"[[3], [1, 1], [3], [3, 1], [2]]"
16242,col,"[[1, 2], [4], [1, 3], [1], [1, 1]]"
16243,row,"[[1, 1], [4], [1, 1], [1], [3]]"
16243,col,"[[3, 1], [1, 1], [2, 1], [1], [1, 1]]"
16244,row,"[[1, 1], [4], [1, 1], [1], [3]]"
16244,col,"[[3, 1], [1, 1], [2, 1], [1], [1, 1]]"
16245,row,"[[1, 1], [4], [1, 1], [1], [3]]"
16245,col,"[[3, 1], [1, 1], [2, 1], [1], [1, 1]]"
16246,row,"[[1, 1], [4], [1, 1], [1], [3]]"
16246,col,"[[3, 1], [1, 1], [2, 1], [1], [1, 1]]"
16247,row,"[[1, 1], [4], [1, 1], [1], [3]]"
16247,col,"[[3, 1], [1, 1], [2, 1], [1], [1, 1]]"
16248,row,"[[1, 1], [4], [1, 1], [1], [3]]"
16248,col,"[[3, 1], [1, 1], [2, 1], [1], [1, 1]]"
16249,row,"[[1, 1, 1], [1, 1], [2, 1], [1, 1], [2]]"
16249,col,"[[1], [2], [1, 3], [1, 1], [1, 2]]"
16250,row,"[[1, 1, 1], [1, 1], [2, 1], [1, 1], [2]]"
16250,col,"[[1], [2], [1, 3], [1, 1], [1, 2]]"
16251,row,"[[1, 1, 1], [1, 1], [2, 1], [1, 1], [2]]"
16251,col,"[[1], [2], [1, 3], [1, 1], [1, 2]]"
16252,row,"[[1, 1, 1], [1, 1], [2, 1], [1, 1], [2]]"
16252,col,"[[1], [2], [1, 3], [1, 1], [1, 2]]"
16253,row,"[[1, 1, 1], [1, 1], [2, 1], [1, 1], [2]]"
16253,col,"[[1], [2], [1, 3], [1, 1], [1, 2]]"
16254,row,"[[1, 1, 1], [1, 1], [2, 1], [1, 1], [2]]"
16254,col,"[[1], [2], [1, 3], [1, 1], [1, 2]]"
16255,row,"[[1, 2], [1, 1], [1, 2], [2, 1], [1, 2]]"
16255,col,"[[3, 1], [1], [1, 1], [1, 1, 1], [4]]"
16256,row,"[[1, 2], [1, 1], [1, 2], [2, 1], [1, 2]]"
16256,col,"[[3, 1], [1], [1, 1], [1, 1, 1], [4]]"
16257,row,"[[1, 2], [1, 1], [1, 2], [2, 1], [1, 2]]"
16257,col,"[[3, 1], [1], [1, 1], [1, 1, 1], [4]]"
16258,row,"[[1, 2], [1, 1], [1, 2], [2, 1], [1, 2]]"
16258,col,"[[3, 1], [1], [1, 1], [1, 1, 1], [4]]"
16259,row,"[[1, 2], [1, 1], [1, 2], [2, 1], [1, 2]]"
16259,col,"[[3, 1], [1], [1, 1], [1, 1, 1], [4]]"
16260,row,"[[1, 2], [1, 1], [1, 2], [2, 1], [1, 2]]"
16260,col,"[[3, 1], [1], [1, 1], [1, 1, 1], [4]]"
16261,row,"[[1, 2], [1, 1], [3], [2, 2], [1, 1, 1]]"
16261,col,"[[2, 2], [1], [1, 1], [4], [1, 3]]"
16262,row,"[[1, 2], [1, 1], [3], [2, 2], [1, 1, 1]]"
16262,col,"[[2, 2], [1], [1, 1], [4], [1, 3]]"
16263,row,"[[1, 2], [1, 1], [3], [2, 2], [1, 1, 1]]"
16263,col,"[[2, 2], [1], [1, 1], [4], [1, 3]]"
16264,row,"[[1, 2], [1, 1], [3], [2, 2], [1, 1, 1]]"
16264,col,"[[2, 2], [1], [1, 1], [4], [1, 3]]"
16265,row,"[[1, 2], [1, 1], [3], [2, 2], [1, 1, 1]]"
16265,col,"[[2, 2], [1], [1, 1], [4], [1, 3]]"
16266,row,"[[1, 2], [1, 1], [3], [2, 2], [1, 1, 1]]"
16266,col,"[[2, 2], [1], [1, 1], [4], [1, 3]]"
16267,row,"[[1], [1, 2], [3], [1, 2], [1, 2]]"
16267,col,"[[1, 1], [3], [1, 1], [4], [1, 1]]"
16268,row,"[[1], [1, 2], [3], [1, 2], [1, 2]]"
16268,col,"[[1, 1], [3], [1, 1], [4], [1, 1]]"
16269,row,"[[1], [1, 2], [3], [1, 2], [1, 2]]"
16269,col,"[[1, 1], [3], [1, 1], [4], [1, 1]]"
16270,row,"[[1], [1, 2], [3], [1, 2], [1, 2]]"
16270,col,"[[1, 1], [3], [1, 1], [4], [1, 1]]"
