puzzle_number,type,hints
1461,col,"[[2, 1], [1, 2], [1], [1], [3, 1]]"
1462,row,"[[2], [2, 1], [1, 1, 1], [1], [2, 1]]"
1462,col,"[[2, 1], [1, 2], [1], [1], [3, 1]]"
1463,row,"[[2], [2, 1], [1, 1, 1], [1], [2, 1]]"
1463,col,"[[2, 1], [1, 2], [1], [1], [3, 1]]"
1464,row,"[[2], [2, 1], [1, 1, 1], [1], [2, 1]]"
1464,col,"[[2, 1], [1, 2], [1], [1], [3, 1]]"
1465,row,"[[4], [1], [1, 1], [1, 1], [1, 2]]"
1465,col,"[[1, 1], [1], [1, 2], [1, 1, 1], [2, 1]]"
1466,row,"[[4], [1], [1, 1], [1, 1], [1, 2]]"
1466,col,"[[1, 1], [1], [1, 2], [1, 1, 1], [2, 1]]"
1467,row,"[[4], [1], [1, 1], [1, 1], [1, 2]]"
1467,col,"[[1, 1], [1], [1, 2], [1, 1, 1], [2, 1]]"
1468,row,"[[4], [1], [1, 1], [1, 1], [1, 2]]"
1468,col,"[[1, 1], [1], [1, 2], [1, 1, 1], [2, 1]]"
1469,row,"[[4], [1], [1, 1], [1, 1], [1, 2]]"
1469,col,"[[1, 1], [1], [1, 2], [1, 1, 1], [2, 1]]"
1470,row,"[[4], [1], [1, 1], [1, 1], [1, 2]]"
1470,col,"[[1, 1], [1], [1, 2], [1, 1, 1], [2, 1]]"
1471,row,"[[1, 1], [1, 1], [1, 1], [5], [1, 2]]"
1471,col,"[[1, 1], [1, 3], [1], [4], [1, 2]]"
1472,row,"[[1, 1], [1, 1], [1, 1], [5], [1, 2]]"
1472,col,"[[1, 1], [1, 3], [1], [4], [1, 2]]"
1473,row,"[[1, 1], [1, 1], [1, 1], [5], [1, 2]]"
1473,col,"[[1, 1], [1, 3], [1], [4], [1, 2]]"
1474,row,"[[1, 1], [1, 1], [1, 1], [5], [1, 2]]"
1474,col,"[[1, 1], [1, 3], [1], [4], [1, 2]]"
1475,row,"[[1, 1], [1, 1], [1, 1], [5], [1, 2]]"
1475,col,"[[1, 1], [1, 3], [1], [4], [1, 2]]"
1476,row,"[[1, 1], [1, 1], [1, 1], [5], [1, 2]]"
1476,col,"[[1, 1], [1, 3], [1], [4], [1, 2]]"
1477,row,"[[3], [1, 1], [1, 1], [2, 2], [1]]"
1477,col,"[[2], [2, 2], [1], [4], [1]]"
1478,row,"[[3], [1, 1], [1, 1], [2, 2], [1]]"
1478,col,"[[2], [2, 2], [1], [4], [1]]"
1479,row,"[[3], [1, 1], [1, 1], [2, 2], [1]]"
1479,col,"[[2], [2, 2], [1], [4], [1]]"
1480,row,"[[3], [1, 1], [1, 1], [2, 2], [1]]"
1480,col,"[[2], [2, 2], [1], [4], [1]]"
1481,row,"[[3], [1, 1], [1, 1], [2, 2], [1]]"
1481,col,"[[2], [2, 2], [1], [4], [1]]"
1482,row,"[[3], [1, 1], [1, 1], [2, 2], [1]]"
1482,col,"[[2], [2, 2], [1], [4], [1]]"
1483,row,"[[1, 2], [3], [1, 2], [3, 1], [2]]"
1483,col,"[[1, 1], [3], [2, 2], [3, 1], [2]]"
1484,row,"[[1, 2], [3], [1, 2], [3, 1], [2]]"
1484,col,"[[1, 1], [3], [2, 2], [3, 1], [2]]"
1485,row,"[[1, 2], [3], [1, 2], [3, 1], [2]]"
1485,col,"[[1, 1], [3], [2, 2], [3, 1], [2]]"
1486,row,"[[1, 2], [3], [1, 2], [3, 1], [2]]"
1486,col,"[[1, 1], [3], [2, 2], [3, 1], [2]]"
1487,row,"[[1, 2], [3], [1, 2], [3, 1], [2]]"
1487,col,"[[1, 1], [3], [2, 2], [3, 1], [2]]"
1488,row,"[[1, 2], [3], [1, 2], [3, 1], [2]]"
1488,col,"[[1, 1], [3], [2, 2], [3, 1], [2]]"
1489,row,"[[2], [3], [1, 2], [2, 1], [1, 1, 1]]"
1489,col,"[[1, 2], [3], [1, 1], [1, 2], [1, 1, 1]]"
1490,row,"[[2], [3], [1, 2], [2, 1], [1, 1, 1]]"
1490,col,"[[1, 2], [3], [1, 1], [1, 2], [1, 1, 1]]"
1491,row,"[[2], [3], [1, 2], [2, 1], [1, 1, 1]]"
1491,col,"[[1, 2], [3], [1, 1], [1, 2], [1, 1, 1]]"
1492,row,"[[2], [3], [1, 2], [2, 1], [1, 1, 1]]"
1492,col,"[[1, 2], [3], [1, 1], [1, 2], [1, 1, 1]]"
1493,row,"[[2], [3], [1, 2], [2, 1], [1, 1, 1]]"
1493,col,"[[1, 2], [3], [1, 1], [1, 2], [1, 1, 1]]"
1494,row,"[[2], [3], [1, 2], [2, 1], [1, 1, 1]]"
1494,col,"[[1, 2], [3], [1, 1], [1, 2], [1, 1, 1]]"
1495,row,"[[4], [1, 2], [1], [2, 2], [1]]"
1495,col,"[[1], [2, 1], [1], [2, 2], [4]]"
1496,row,"[[4], [1, 2], [1], [2, 2], [1]]"
1496,col,"[[1], [2, 1], [1], [2, 2], [4]]"
1497,row,"[[4], [1, 2], [1], [2, 2], [1]]"
1497,col,"[[1], [2, 1], [1], [2, 2], [4]]"
1498,row,"[[4], [1, 2], [1], [2, 2], [1]]"
1498,col,"[[1], [2, 1], [1], [2, 2], [4]]"
1499,row,"[[4], [1, 2], [1], [2, 2], [1]]"
1499,col,"[[1], [2, 1], [1], [2, 2], [4]]"
1500,row,"[[4], [1, 2], [1], [2, 2], [1]]"
1500,col,"[[1], [2, 1], [1], [2, 2], [4]]"
1501,row,"[[4], [3], [1, 1], [1], [4]]"
1501,col,"[[1, 1, 1], [1, 1], [5], [2, 1], [1]]"
1502,row,"[[4], [3], [1, 1], [1], [4]]"
1502,col,"[[1, 1, 1], [1, 1], [5], [2, 1], [1]]"
1503,row,"[[4], [3], [1, 1], [1], [4]]"
1503,col,"[[1, 1, 1], [1, 1], [5], [2, 1], [1]]"
1504,row,"[[4], [3], [1, 1], [1], [4]]"
1504,col,"[[1, 1, 1], [1, 1], [5], [2, 1], [1]]"
1505,row,"[[4], [3], [1, 1], [1], [4]]"
1505,col,"[[1, 1, 1], [1, 1], [5], [2, 1], [1]]"
1506,row,"[[4], [3], [1, 1], [1], [4]]"
1506,col,"[[1, 1, 1], [1, 1], [5], [2, 1], [1]]"
1507,row,"[[1, 1], [1, 2], [2], [2], [1, 3]]"
1507,col,"[[1, 2], [1, 2], [2, 1], [2, 1], [1]]"
1508,row,"[[1, 1], [1, 2], [2], [2], [1, 3]]"
1508,col,"[[1, 2], [1, 2], [2, 1], [2, 1], [1]]"
1509,row,"[[1, 1], [1, 2], [2], [2], [1, 3]]"
1509,col,"[[1, 2], [1, 2], [2, 1], [2, 1], [1]]"
1510,row,"[[1, 1], [1, 2], [2], [2], [1, 3]]"
1510,col,"[[1, 2], [1, 2], [2, 1], [2, 1], [1]]"
1511,row,"[[1, 1], [1, 2], [2], [2], [1, 3]]"
1511,col,"[[1, 2], [1, 2], [2, 1], [2, 1], [1]]"
1512,row,"[[1, 1], [1, 2], [2], [2], [1, 3]]"
1512,col,"[[1, 2], [1, 2], [2, 1], [2, 1], [1]]"
1513,row,"[[1], [5], [1, 2], [1, 2], [3]]"
1513,col,"[[3], [1], [1, 1], [5], [4]]"
1514,row,"[[1], [5], [1, 2], [1, 2], [3]]"
1514,col,"[[3], [1], [1, 1], [5], [4]]"
1515,row,"[[1], [5], [1, 2], [1, 2], [3]]"
1515,col,"[[3], [1], [1, 1], [5], [4]]"
1516,row,"[[1], [5], [1, 2], [1, 2], [3]]"
1516,col,"[[3], [1], [1, 1], [5], [4]]"
1517,row,"[[1], [5], [1, 2], [1, 2], [3]]"
1517,col,"[[3], [1], [1, 1], [5], [4]]"
1518,row,"[[1], [5], [1, 2], [1, 2], [3]]"
1518,col,"[[3], [1], [1, 1], [5], [4]]"
1519,row,"[[2], [2, 1], [1], [2, 1], [2, 2]]"
1519,col,"[[3], [1, 2], [1], [1, 2], [2, 1]]"
1520,row,"[[2], [2, 1], [1], [2, 1], [2, 2]]"
1520,col,"[[3], [1, 2], [1], [1, 2], [2, 1]]"
1521,row,"[[2], [2, 1], [1], [2, 1], [2, 2]]"
1521,col,"[[3], [1, 2], [1], [1, 2], [2, 1]]"
1522,row,"[[2], [2, 1], [1], [2, 1], [2, 2]]"
1522,col,"[[3], [1, 2], [1], [1, 2], [2, 1]]"
1523,row,"[[2], [2, 1], [1], [2, 1], [2, 2]]"
1523,col,"[[3], [1, 2], [1], [1, 2], [2, 1]]"
1524,row,"[[2], [2, 1], [1], [2, 1], [2, 2]]"
1524,col,"[[3], [1, 2], [1], [1, 2], [2, 1]]"
1525,row,"[[2, 1], [4], [1, 1], [1, 1], [1, 2]]"
1525,col,"[[3, 1], [2], [1, 1], [2, 1], [3]]"
1526,row,"[[2, 1], [4], [1, 1], [1, 1], [1, 2]]"
1526,col,"[[3, 1], [2], [1, 1], [2, 1], [3]]"
1527,row,"[[2, 1], [4], [1, 1], [1, 1], [1, 2]]"
1527,col,"[[3, 1], [2], [1, 1], [2, 1], [3]]"
1528,row,"[[2, 1], [4], [1, 1], [1, 1], [1, 2]]"
1528,col,"[[3, 1], [2], [1, 1], [2, 1], [3]]"
1529,row,"[[2, 1], [4], [1, 1], [1, 1], [1, 2]]"
1529,col,"[[3, 1], [2], [1, 1], [2, 1], [3]]"
1530,row,"[[2, 1], [4], [1, 1], [1, 1], [1, 2]]"
1530,col,"[[3, 1], [2], [1, 1], [2, 1], [3]]"
1531,row,"[[1], [1], [5], [1, 1, 1], [2]]"
1531,col,"[[1, 2], [1, 1], [4], [1], [2]]"
1532,row,"[[1], [1], [5], [1, 1, 1], [2]]"
1532,col,"[[1, 2], [1, 1], [4], [1], [2]]"
1533,row,"[[1], [1], [5], [1, 1, 1], [2]]"
1533,col,"[[1, 2], [1, 1], [4], [1], [2]]"
1534,row,"[[1], [1], [5], [1, 1, 1], [2]]"
1534,col,"[[1, 2], [1, 1], [4], [1], [2]]"
1535,row,"[[1], [1], [5], [1, 1, 1], [2]]"
1535,col,"[[1, 2], [1, 1], [4], [1], [2]]"
1536,row,"[[1], [1], [5], [1, 1, 1], [2]]"
1536,col,"[[1, 2], [1, 1], [4], [1], [2]]"
1537,row,"[[4], [1], [3, 1], [1], [1, 1]]"
1537,col,"[[3, 1], [1, 1], [1, 1, 1], [1, 1], [1]]"
1538,row,"[[4], [1], [3, 1], [1], [1, 1]]"
1538,col,"[[3, 1], [1, 1], [1, 1, 1], [1, 1], [1]]"
1539,row,"[[4], [1], [3, 1], [1], [1, 1]]"
1539,col,"[[3, 1], [1, 1], [1, 1, 1], [1, 1], [1]]"
1540,row,"[[4], [1], [3, 1], [1], [1, 1]]"
1540,col,"[[3, 1], [1, 1], [1, 1, 1], [1, 1], [1]]"
1541,row,"[[4], [1], [3, 1], [1], [1, 1]]"
1541,col,"[[3, 1], [1, 1], [1, 1, 1], [1, 1], [1]]"
1542,row,"[[4], [1], [3, 1], [1], [1, 1]]"
1542,col,"[[3, 1], [1, 1], [1, 1, 1], [1, 1], [1]]"
1543,row,"[[4], [1, 1], [1, 2], [2], [0]]"
1543,col,"[[1], [2, 1], [1, 1], [3], [1, 1]]"
1544,row,"[[4], [1, 1], [1, 2], [2], [0]]"
1544,col,"[[1], [2, 1], [1, 1], [3], [1, 1]]"
1545,row,"[[4], [1, 1], [1, 2], [2], [0]]"
1545,col,"[[1], [2, 1], [1, 1], [3], [1, 1]]"
1546,row,"[[4], [1, 1], [1, 2], [2], [0]]"
1546,col,"[[1], [2, 1], [1, 1], [3], [1, 1]]"
1547,row,"[[4], [1, 1], [1, 2], [2], [0]]"
1547,col,"[[1], [2, 1], [1, 1], [3], [1, 1]]"
1548,row,"[[4], [1, 1], [1, 2], [2], [0]]"
1548,col,"[[1], [2, 1], [1, 1], [3], [1, 1]]"
1549,row,"[[5], [1, 1], [2, 1], [1, 2], [3]]"
1549,col,"[[4], [1, 1, 1], [1, 2], [2, 2], [1, 1]]"
1550,row,"[[5], [1, 1], [2, 1], [1, 2], [3]]"
1550,col,"[[4], [1, 1, 1], [1, 2], [2, 2], [1, 1]]"
1551,row,"[[5], [1, 1], [2, 1], [1, 2], [3]]"
1551,col,"[[4], [1, 1, 1], [1, 2], [2, 2], [1, 1]]"
1552,row,"[[5], [1, 1], [2, 1], [1, 2], [3]]"
1552,col,"[[4], [1, 1, 1], [1, 2], [2, 2], [1, 1]]"
1553,row,"[[5], [1, 1], [2, 1], [1, 2], [3]]"
1553,col,"[[4], [1, 1, 1], [1, 2], [2, 2], [1, 1]]"
1554,row,"[[5], [1, 1], [2, 1], [1, 2], [3]]"
1554,col,"[[4], [1, 1, 1], [1, 2], [2, 2], [1, 1]]"
1555,row,"[[2, 1], [3], [1], [3, 1], [2, 1]]"
1555,col,"[[1, 2], [2, 2], [1, 1], [2, 1], [1, 1]]"
1556,row,"[[2, 1], [3], [1], [3, 1], [2, 1]]"
1556,col,"[[1, 2], [2, 2], [1, 1], [2, 1], [1, 1]]"
1557,row,"[[2, 1], [3], [1], [3, 1], [2, 1]]"
1557,col,"[[1, 2], [2, 2], [1, 1], [2, 1], [1, 1]]"
1558,row,"[[2, 1], [3], [1], [3, 1], [2, 1]]"
1558,col,"[[1, 2], [2, 2], [1, 1], [2, 1], [1, 1]]"
1559,row,"[[2, 1], [3], [1], [3, 1], [2, 1]]"
1559,col,"[[1, 2], [2, 2], [1, 1], [2, 1], [1, 1]]"
1560,row,"[[2, 1], [3], [1], [3, 1], [2, 1]]"
1560,col,"[[1, 2], [2, 2], [1, 1], [2, 1], [1, 1]]"
1561,row,"[[1, 1], [2], [1, 2], [3], [4]]"
1561,col,"[[1, 1, 1], [1, 1], [5], [3], [1]]"
1562,row,"[[1, 1], [2], [1, 2], [3], [4]]"
1562,col,"[[1, 1, 1], [1, 1], [5], [3], [1]]"
1563,row,"[[1, 1], [2], [1, 2], [3], [4]]"
1563,col,"[[1, 1, 1], [1, 1], [5], [3], [1]]"
1564,row,"[[1, 1], [2], [1, 2], [3], [4]]"
1564,col,"[[1, 1, 1], [1, 1], [5], [3], [1]]"
1565,row,"[[1, 1], [2], [1, 2], [3], [4]]"
1565,col,"[[1, 1, 1], [1, 1], [5], [3], [1]]"
1566,row,"[[1, 1], [2], [1, 2], [3], [4]]"
1566,col,"[[1, 1, 1], [1, 1], [5], [3], [1]]"
1567,row,"[[5], [3], [3, 1], [1, 1], [1, 1]]"
1567,col,"[[1, 2], [3, 1], [3], [2, 1], [1, 1, 1]]"
1568,row,"[[5], [3], [3, 1], [1, 1], [1, 1]]"
1568,col,"[[1, 2], [3, 1], [3], [2, 1], [1, 1, 1]]"
1569,row,"[[5], [3], [3, 1], [1, 1], [1, 1]]"
1569,col,"[[1, 2], [3, 1], [3], [2, 1], [1, 1, 1]]"
1570,row,"[[5], [3], [3, 1], [1, 1], [1, 1]]"
1570,col,"[[1, 2], [3, 1], [3], [2, 1], [1, 1, 1]]"
1571,row,"[[5], [3], [3, 1], [1, 1], [1, 1]]"
1571,col,"[[1, 2], [3, 1], [3], [2, 1], [1, 1, 1]]"
1572,row,"[[5], [3], [3, 1], [1, 1], [1, 1]]"
1572,col,"[[1, 2], [3, 1], [3], [2, 1], [1, 1, 1]]"
1573,row,"[[1, 1], [2], [3, 1], [0], [2, 1]]"
1573,col,"[[1, 1], [1, 1], [3, 1], [1], [1, 1]]"
1574,row,"[[1, 1], [2], [3, 1], [0], [2, 1]]"
1574,col,"[[1, 1], [1, 1], [3, 1], [1], [1, 1]]"
1575,row,"[[1, 1], [2], [3, 1], [0], [2, 1]]"
1575,col,"[[1, 1], [1, 1], [3, 1], [1], [1, 1]]"
1576,row,"[[1, 1], [2], [3, 1], [0], [2, 1]]"
1576,col,"[[1, 1], [1, 1], [3, 1], [1], [1, 1]]"
1577,row,"[[1, 1], [2], [3, 1], [0], [2, 1]]"
1577,col,"[[1, 1], [1, 1], [3, 1], [1], [1, 1]]"
1578,row,"[[1, 1], [2], [3, 1], [0], [2, 1]]"
1578,col,"[[1, 1], [1, 1], [3, 1], [1], [1, 1]]"
1579,row,"[[1, 2], [1], [3], [5], [2]]"
1579,col,"[[1, 1], [2], [2], [5], [1, 2]]"
1580,row,"[[1, 2], [1], [3], [5], [2]]"
1580,col,"[[1, 1], [2], [2], [5], [1, 2]]"
1581,row,"[[1, 2], [1], [3], [5], [2]]"
1581,col,"[[1, 1], [2], [2], [5], [1, 2]]"
1582,row,"[[1, 2], [1], [3], [5], [2]]"
1582,col,"[[1, 1], [2], [2], [5], [1, 2]]"
1583,row,"[[1, 2], [1], [3], [5], [2]]"
1583,col,"[[1, 1], [2], [2], [5], [1, 2]]"
1584,row,"[[1, 2], [1], [3], [5], [2]]"
1584,col,"[[1, 1], [2], [2], [5], [1, 2]]"
1585,row,"[[4], [2, 1], [5], [4], [4]]"
1585,col,"[[3], [5], [1, 3], [1, 3], [3, 1]]"
1586,row,"[[4], [2, 1], [5], [4], [4]]"
1586,col,"[[3], [5], [1, 3], [1, 3], [3, 1]]"
1587,row,"[[4], [2, 1], [5], [4], [4]]"
1587,col,"[[3], [5], [1, 3], [1, 3], [3, 1]]"
1588,row,"[[4], [2, 1], [5], [4], [4]]"
1588,col,"[[3], [5], [1, 3], [1, 3], [3, 1]]"
1589,row,"[[4], [2, 1], [5], [4], [4]]"
1589,col,"[[3], [5], [1, 3], [1, 3], [3, 1]]"
1590,row,"[[4], [2, 1], [5], [4], [4]]"
1590,col,"[[3], [5], [1, 3], [1, 3], [3, 1]]"
1591,row,"[[2, 2], [2, 1], [1, 1, 1], [4], [1, 1]]"
1591,col,"[[3, 1], [2, 1], [2], [1, 2], [4]]"
1592,row,"[[2, 2], [2, 1], [1, 1, 1], [4], [1, 1]]"
1592,col,"[[3, 1], [2, 1], [2], [1, 2], [4]]"
1593,row,"[[2, 2], [2, 1], [1, 1, 1], [4], [1, 1]]"
1593,col,"[[3, 1], [2, 1], [2], [1, 2], [4]]"
1594,row,"[[2, 2], [2, 1], [1, 1, 1], [4], [1, 1]]"
1594,col,"[[3, 1], [2, 1], [2], [1, 2], [4]]"
1595,row,"[[2, 2], [2, 1], [1, 1, 1], [4], [1, 1]]"
1595,col,"[[3, 1], [2, 1], [2], [1, 2], [4]]"
1596,row,"[[2, 2], [2, 1], [1, 1, 1], [4], [1, 1]]"
1596,col,"[[3, 1], [2, 1], [2], [1, 2], [4]]"
1597,row,"[[1], [2], [2, 2], [1, 1, 1], [2, 1]]"
1597,col,"[[3], [2, 1], [1, 1], [1, 1], [1, 2]]"
1598,row,"[[1], [2], [2, 2], [1, 1, 1], [2, 1]]"
1598,col,"[[3], [2, 1], [1, 1], [1, 1], [1, 2]]"
1599,row,"[[1], [2], [2, 2], [1, 1, 1], [2, 1]]"
1599,col,"[[3], [2, 1], [1, 1], [1, 1], [1, 2]]"
1600,row,"[[1], [2], [2, 2], [1, 1, 1], [2, 1]]"
1600,col,"[[3], [2, 1], [1, 1], [1, 1], [1, 2]]"
1601,row,"[[1], [2], [2, 2], [1, 1, 1], [2, 1]]"
1601,col,"[[3], [2, 1], [1, 1], [1, 1], [1, 2]]"
1602,row,"[[1], [2], [2, 2], [1, 1, 1], [2, 1]]"
1602,col,"[[3], [2, 1], [1, 1], [1, 1], [1, 2]]"
1603,row,"[[1], [1, 1], [1, 1], [1, 1], [1, 3]]"
1603,col,"[[1], [3], [2], [1, 1], [3]]"
1604,row,"[[1], [1, 1], [1, 1], [1, 1], [1, 3]]"
1604,col,"[[1], [3], [2], [1, 1], [3]]"
1605,row,"[[1], [1, 1], [1, 1], [1, 1], [1, 3]]"
1605,col,"[[1], [3], [2], [1, 1], [3]]"
1606,row,"[[1], [1, 1], [1, 1], [1, 1], [1, 3]]"
1606,col,"[[1], [3], [2], [1, 1], [3]]"
1607,row,"[[1], [1, 1], [1, 1], [1, 1], [1, 3]]"
1607,col,"[[1], [3], [2], [1, 1], [3]]"
1608,row,"[[1], [1, 1], [1, 1], [1, 1], [1, 3]]"
1608,col,"[[1], [3], [2], [1, 1], [3]]"
1609,row,"[[1, 2], [4], [3], [1, 1], [1, 3]]"
1609,col,"[[1, 2], [3], [2, 1], [3, 1], [1, 2]]"
1610,row,"[[1, 2], [4], [3], [1, 1], [1, 3]]"
1610,col,"[[1, 2], [3], [2, 1], [3, 1], [1, 2]]"
1611,row,"[[1, 2], [4], [3], [1, 1], [1, 3]]"
1611,col,"[[1, 2], [3], [2, 1], [3, 1], [1, 2]]"
1612,row,"[[1, 2], [4], [3], [1, 1], [1, 3]]"
1612,col,"[[1, 2], [3], [2, 1], [3, 1], [1, 2]]"
1613,row,"[[1, 2], [4], [3], [1, 1], [1, 3]]"
1613,col,"[[1, 2], [3], [2, 1], [3, 1], [1, 2]]"
1614,row,"[[1, 2], [4], [3], [1, 1], [1, 3]]"
1614,col,"[[1, 2], [3], [2, 1], [3, 1], [1, 2]]"
1615,row,"[[0], [2, 1], [3], [1], [4]]"
1615,col,"[[1, 1], [2, 1], [2, 1], [1], [1, 1]]"
1616,row,"[[0], [2, 1], [3], [1], [4]]"
1616,col,"[[1, 1], [2, 1], [2, 1], [1], [1, 1]]"
1617,row,"[[0], [2, 1], [3], [1], [4]]"
1617,col,"[[1, 1], [2, 1], [2, 1], [1], [1, 1]]"
1618,row,"[[0], [2, 1], [3], [1], [4]]"
1618,col,"[[1, 1], [2, 1], [2, 1], [1], [1, 1]]"
1619,row,"[[0], [2, 1], [3], [1], [4]]"
1619,col,"[[1, 1], [2, 1], [2, 1], [1], [1, 1]]"
1620,row,"[[0], [2, 1], [3], [1], [4]]"
1620,col,"[[1, 1], [2, 1], [2, 1], [1], [1, 1]]"
1621,row,"[[4], [1, 1], [1, 1], [2, 2], [1]]"
1621,col,"[[3], [1, 2], [1], [2, 1], [1, 2]]"
1622,row,"[[4], [1, 1], [1, 1], [2, 2], [1]]"
1622,col,"[[3], [1, 2], [1], [2, 1], [1, 2]]"
1623,row,"[[4], [1, 1], [1, 1], [2, 2], [1]]"
1623,col,"[[3], [1, 2], [1], [2, 1], [1, 2]]"
1624,row,"[[4], [1, 1], [1, 1], [2, 2], [1]]"
1624,col,"[[3], [1, 2], [1], [2, 1], [1, 2]]"
1625,row,"[[4], [1, 1], [1, 1], [2, 2], [1]]"
1625,col,"[[3], [1, 2], [1], [2, 1], [1, 2]]"
1626,row,"[[4], [1, 1], [1, 1], [2, 2], [1]]"
1626,col,"[[3], [1, 2], [1], [2, 1], [1, 2]]"
1627,row,"[[3], [2, 1], [1, 1], [1, 1], [1, 2]]"
1627,col,"[[2, 1], [2], [1, 2], [1], [4]]"
1628,row,"[[3], [2, 1], [1, 1], [1, 1], [1, 2]]"
1628,col,"[[2, 1], [2], [1, 2], [1], [4]]"
1629,row,"[[3], [2, 1], [1, 1], [1, 1], [1, 2]]"
1629,col,"[[2, 1], [2], [1, 2], [1], [4]]"
1630,row,"[[3], [2, 1], [1, 1], [1, 1], [1, 2]]"
1630,col,"[[2, 1], [2], [1, 2], [1], [4]]"
1631,row,"[[3], [2, 1], [1, 1], [1, 1], [1, 2]]"
1631,col,"[[2, 1], [2], [1, 2], [1], [4]]"
1632,row,"[[3], [2, 1], [1, 1], [1, 1], [1, 2]]"
1632,col,"[[2, 1], [2], [1, 2], [1], [4]]"
1633,row,"[[1, 2], [1, 1], [3], [3], [1, 3]]"
1633,col,"[[1, 2], [3], [1, 3], [1, 1, 1], [1, 1]]"
1634,row,"[[1, 2], [1, 1], [3], [3], [1, 3]]"
1634,col,"[[1, 2], [3], [1, 3], [1, 1, 1], [1, 1]]"
1635,row,"[[1, 2], [1, 1], [3], [3], [1, 3]]"
1635,col,"[[1, 2], [3], [1, 3], [1, 1, 1], [1, 1]]"
1636,row,"[[1, 2], [1, 1], [3], [3], [1, 3]]"
1636,col,"[[1, 2], [3], [1, 3], [1, 1, 1], [1, 1]]"
1637,row,"[[1, 2], [1, 1], [3], [3], [1, 3]]"
1637,col,"[[1, 2], [3], [1, 3], [1, 1, 1], [1, 1]]"
1638,row,"[[1, 2], [1, 1], [3], [3], [1, 3]]"
1638,col,"[[1, 2], [3], [1, 3], [1, 1, 1], [1, 1]]"
1639,row,"[[2, 1], [2], [1], [1, 2], [3, 1]]"
1639,col,"[[3], [2, 1], [2, 2], [1], [1, 1]]"
1640,row,"[[2, 1], [2], [1], [1, 2], [3, 1]]"
1640,col,"[[3], [2, 1], [2, 2], [1], [1, 1]]"
1641,row,"[[2, 1], [2], [1], [1, 2], [3, 1]]"
1641,col,"[[3], [2, 1], [2, 2], [1], [1, 1]]"
1642,row,"[[2, 1], [2], [1], [1, 2], [3, 1]]"
1642,col,"[[3], [2, 1], [2, 2], [1], [1, 1]]"
1643,row,"[[2, 1], [2], [1], [1, 2], [3, 1]]"
1643,col,"[[3], [2, 1], [2, 2], [1], [1, 1]]"
1644,row,"[[2, 1], [2], [1], [1, 2], [3, 1]]"
1644,col,"[[3], [2, 1], [2, 2], [1], [1, 1]]"
1645,row,"[[2, 2], [1], [1], [1, 3], [1, 1]]"
1645,col,"[[1, 1], [2], [2], [1, 1], [1, 3]]"
1646,row,"[[2, 2], [1], [1], [1, 3], [1, 1]]"
1646,col,"[[1, 1], [2], [2], [1, 1], [1, 3]]"
1647,row,"[[2, 2], [1], [1], [1, 3], [1, 1]]"
1647,col,"[[1, 1], [2], [2], [1, 1], [1, 3]]"
1648,row,"[[2, 2], [1], [1], [1, 3], [1, 1]]"
1648,col,"[[1, 1], [2], [2], [1, 1], [1, 3]]"
1649,row,"[[2, 2], [1], [1], [1, 3], [1, 1]]"
1649,col,"[[1, 1], [2], [2], [1, 1], [1, 3]]"
1650,row,"[[2, 2], [1], [1], [1, 3], [1, 1]]"
1650,col,"[[1, 1], [2], [2], [1, 1], [1, 3]]"
1651,row,"[[1, 1], [1, 1], [1], [2], [2, 1]]"
1651,col,"[[2], [1], [3], [1], [2, 1]]"
1652,row,"[[1, 1], [1, 1], [1], [2], [2, 1]]"
1652,col,"[[2], [1], [3], [1], [2, 1]]"
1653,row,"[[1, 1], [1, 1], [1], [2], [2, 1]]"
1653,col,"[[2], [1], [3], [1], [2, 1]]"
1654,row,"[[1, 1], [1, 1], [1], [2], [2, 1]]"
1654,col,"[[2], [1], [3], [1], [2, 1]]"
1655,row,"[[1, 1], [1, 1], [1], [2], [2, 1]]"
1655,col,"[[2], [1], [3], [1], [2, 1]]"
1656,row,"[[1, 1], [1, 1], [1], [2], [2, 1]]"
1656,col,"[[2], [1], [3], [1], [2, 1]]"
1657,row,"[[3, 1], [1], [2, 2], [2, 1], [2]]"
1657,col,"[[1, 2], [1, 3], [1, 1], [2], [1, 2]]"
1658,row,"[[3, 1], [1], [2, 2], [2, 1], [2]]"
1658,col,"[[1, 2], [1, 3], [1, 1], [2], [1, 2]]"
1659,row,"[[3, 1], [1], [2, 2], [2, 1], [2]]"
1659,col,"[[1, 2], [1, 3], [1, 1], [2], [1, 2]]"
1660,row,"[[3, 1], [1], [2, 2], [2, 1], [2]]"
1660,col,"[[1, 2], [1, 3], [1, 1], [2], [1, 2]]"
1661,row,"[[3, 1], [1], [2, 2], [2, 1], [2]]"
1661,col,"[[1, 2], [1, 3], [1, 1], [2], [1, 2]]"
1662,row,"[[3, 1], [1], [2, 2], [2, 1], [2]]"
1662,col,"[[1, 2], [1, 3], [1, 1], [2], [1, 2]]"
1663,row,"[[1, 1], [1, 2], [2, 1], [0], [3, 1]]"
1663,col,"[[1, 1], [3, 1], [1], [3], [1, 1]]"
1664,row,"[[1, 1], [1, 2], [2, 1], [0], [3, 1]]"
1664,col,"[[1, 1], [3, 1], [1], [3], [1, 1]]"
1665,row,"[[1, 1], [1, 2], [2, 1], [0], [3, 1]]"
1665,col,"[[1, 1], [3, 1], [1], [3], [1, 1]]"
