puzzle_number,type,hints
6416,row,"[[2, 2], [1, 2], [1, 1], [2], [2]]"
6416,col,"[[2, 1], [1, 1], [1], [2, 1], [4]]"
6417,row,"[[2, 2], [1, 2], [1, 1], [2], [2]]"
6417,col,"[[2, 1], [1, 1], [1], [2, 1], [4]]"
6418,row,"[[2, 2], [1, 2], [1, 1], [2], [2]]"
6418,col,"[[2, 1], [1, 1], [1], [2, 1], [4]]"
6419,row,"[[2, 2], [1, 2], [1, 1], [2], [2]]"
6419,col,"[[2, 1], [1, 1], [1], [2, 1], [4]]"
6420,row,"[[2, 2], [1, 2], [1, 1], [2], [2]]"
6420,col,"[[2, 1], [1, 1], [1], [2, 1], [4]]"
6421,row,"[[1, 1, 1], [1], [1], [2, 1], [3]]"
6421,col,"[[1, 1], [2], [1, 1, 1], [1, 1], [1, 1]]"
6422,row,"[[1, 1, 1], [1], [1], [2, 1], [3]]"
6422,col,"[[1, 1], [2], [1, 1, 1], [1, 1], [1, 1]]"
6423,row,"[[1, 1, 1], [1], [1], [2, 1], [3]]"
6423,col,"[[1, 1], [2], [1, 1, 1], [1, 1], [1, 1]]"
6424,row,"[[1, 1, 1], [1], [1], [2, 1], [3]]"
6424,col,"[[1, 1], [2], [1, 1, 1], [1, 1], [1, 1]]"
6425,row,"[[1, 1, 1], [1], [1], [2, 1], [3]]"
6425,col,"[[1, 1], [2], [1, 1, 1], [1, 1], [1, 1]]"
6426,row,"[[1, 1, 1], [1], [1], [2, 1], [3]]"
6426,col,"[[1, 1], [2], [1, 1, 1], [1, 1], [1, 1]]"
6427,row,"[[2], [1], [3], [3], [1, 2]]"
6427,col,"[[2], [1], [1, 3], [1, 1, 1], [2]]"
6428,row,"[[2], [1], [3], [3], [1, 2]]"
6428,col,"[[2], [1], [1, 3], [1, 1, 1], [2]]"
6429,row,"[[2], [1], [3], [3], [1, 2]]"
6429,col,"[[2], [1], [1, 3], [1, 1, 1], [2]]"
6430,row,"[[2], [1], [3], [3], [1, 2]]"
6430,col,"[[2], [1], [1, 3], [1, 1, 1], [2]]"
6431,row,"[[2], [1], [3], [3], [1, 2]]"
6431,col,"[[2], [1], [1, 3], [1, 1, 1], [2]]"
6432,row,"[[2], [1], [3], [3], [1, 2]]"
6432,col,"[[2], [1], [1, 3], [1, 1, 1], [2]]"
6433,row,"[[2, 2], [3], [2, 1], [1, 1], [1, 1, 1]]"
6433,col,"[[2, 1], [4], [2, 1], [1, 1], [1, 1, 1]]"
6434,row,"[[2, 2], [3], [2, 1], [1, 1], [1, 1, 1]]"
6434,col,"[[2, 1], [4], [2, 1], [1, 1], [1, 1, 1]]"
6435,row,"[[2, 2], [3], [2, 1], [1, 1], [1, 1, 1]]"
6435,col,"[[2, 1], [4], [2, 1], [1, 1], [1, 1, 1]]"
6436,row,"[[2, 2], [3], [2, 1], [1, 1], [1, 1, 1]]"
6436,col,"[[2, 1], [4], [2, 1], [1, 1], [1, 1, 1]]"
6437,row,"[[2, 2], [3], [2, 1], [1, 1], [1, 1, 1]]"
6437,col,"[[2, 1], [4], [2, 1], [1, 1], [1, 1, 1]]"
6438,row,"[[2, 2], [3], [2, 1], [1, 1], [1, 1, 1]]"
6438,col,"[[2, 1], [4], [2, 1], [1, 1], [1, 1, 1]]"
6439,row,"[[2], [1, 2], [2], [1, 1], [1]]"
6439,col,"[[1, 1], [1, 1], [5], [1], [0]]"
6440,row,"[[2], [1, 2], [2], [1, 1], [1]]"
6440,col,"[[1, 1], [1, 1], [5], [1], [0]]"
6441,row,"[[2], [1, 2], [2], [1, 1], [1]]"
6441,col,"[[1, 1], [1, 1], [5], [1], [0]]"
6442,row,"[[2], [1, 2], [2], [1, 1], [1]]"
6442,col,"[[1, 1], [1, 1], [5], [1], [0]]"
6443,row,"[[2], [1, 2], [2], [1, 1], [1]]"
6443,col,"[[1, 1], [1, 1], [5], [1], [0]]"
6444,row,"[[2], [1, 2], [2], [1, 1], [1]]"
6444,col,"[[1, 1], [1, 1], [5], [1], [0]]"
6445,row,"[[1, 1, 1], [5], [1, 1], [1], [3]]"
6445,col,"[[3, 1], [1, 1], [2, 1], [1], [4]]"
6446,row,"[[1, 1, 1], [5], [1, 1], [1], [3]]"
6446,col,"[[3, 1], [1, 1], [2, 1], [1], [4]]"
6447,row,"[[1, 1, 1], [5], [1, 1], [1], [3]]"
6447,col,"[[3, 1], [1, 1], [2, 1], [1], [4]]"
6448,row,"[[1, 1, 1], [5], [1, 1], [1], [3]]"
6448,col,"[[3, 1], [1, 1], [2, 1], [1], [4]]"
6449,row,"[[1, 1, 1], [5], [1, 1], [1], [3]]"
6449,col,"[[3, 1], [1, 1], [2, 1], [1], [4]]"
6450,row,"[[1, 1, 1], [5], [1, 1], [1], [3]]"
6450,col,"[[3, 1], [1, 1], [2, 1], [1], [4]]"
6451,row,"[[2, 1], [1, 1, 1], [1, 2], [1, 1], [1, 1]]"
6451,col,"[[2, 1], [1, 2], [1], [1, 1, 1], [3]]"
6452,row,"[[2, 1], [1, 1, 1], [1, 2], [1, 1], [1, 1]]"
6452,col,"[[2, 1], [1, 2], [1], [1, 1, 1], [3]]"
6453,row,"[[2, 1], [1, 1, 1], [1, 2], [1, 1], [1, 1]]"
6453,col,"[[2, 1], [1, 2], [1], [1, 1, 1], [3]]"
6454,row,"[[2, 1], [1, 1, 1], [1, 2], [1, 1], [1, 1]]"
6454,col,"[[2, 1], [1, 2], [1], [1, 1, 1], [3]]"
6455,row,"[[2, 1], [1, 1, 1], [1, 2], [1, 1], [1, 1]]"
6455,col,"[[2, 1], [1, 2], [1], [1, 1, 1], [3]]"
6456,row,"[[2, 1], [1, 1, 1], [1, 2], [1, 1], [1, 1]]"
6456,col,"[[2, 1], [1, 2], [1], [1, 1, 1], [3]]"
6457,row,"[[3], [2], [2, 1], [2, 1], [3]]"
6457,col,"[[1], [1, 3], [1, 1, 1], [2, 1], [3]]"
6458,row,"[[3], [2], [2, 1], [2, 1], [3]]"
6458,col,"[[1], [1, 3], [1, 1, 1], [2, 1], [3]]"
6459,row,"[[3], [2], [2, 1], [2, 1], [3]]"
6459,col,"[[1], [1, 3], [1, 1, 1], [2, 1], [3]]"
6460,row,"[[3], [2], [2, 1], [2, 1], [3]]"
6460,col,"[[1], [1, 3], [1, 1, 1], [2, 1], [3]]"
6461,row,"[[3], [2], [2, 1], [2, 1], [3]]"
6461,col,"[[1], [1, 3], [1, 1, 1], [2, 1], [3]]"
6462,row,"[[3], [2], [2, 1], [2, 1], [3]]"
6462,col,"[[1], [1, 3], [1, 1, 1], [2, 1], [3]]"
6463,row,"[[5], [2], [0], [3, 1], [1]]"
6463,col,"[[1, 1], [2, 1], [2, 1], [1, 1], [1, 1]]"
6464,row,"[[5], [2], [0], [3, 1], [1]]"
6464,col,"[[1, 1], [2, 1], [2, 1], [1, 1], [1, 1]]"
6465,row,"[[5], [2], [0], [3, 1], [1]]"
6465,col,"[[1, 1], [2, 1], [2, 1], [1, 1], [1, 1]]"
6466,row,"[[5], [2], [0], [3, 1], [1]]"
6466,col,"[[1, 1], [2, 1], [2, 1], [1, 1], [1, 1]]"
6467,row,"[[5], [2], [0], [3, 1], [1]]"
6467,col,"[[1, 1], [2, 1], [2, 1], [1, 1], [1, 1]]"
6468,row,"[[5], [2], [0], [3, 1], [1]]"
6468,col,"[[1, 1], [2, 1], [2, 1], [1, 1], [1, 1]]"
6469,row,"[[1, 1], [5], [1, 3], [2, 1], [2]]"
6469,col,"[[5], [1, 2], [2], [4], [2]]"
6470,row,"[[1, 1], [5], [1, 3], [2, 1], [2]]"
6470,col,"[[5], [1, 2], [2], [4], [2]]"
6471,row,"[[1, 1], [5], [1, 3], [2, 1], [2]]"
6471,col,"[[5], [1, 2], [2], [4], [2]]"
6472,row,"[[1, 1], [5], [1, 3], [2, 1], [2]]"
6472,col,"[[5], [1, 2], [2], [4], [2]]"
6473,row,"[[1, 1], [5], [1, 3], [2, 1], [2]]"
6473,col,"[[5], [1, 2], [2], [4], [2]]"
6474,row,"[[1, 1], [5], [1, 3], [2, 1], [2]]"
6474,col,"[[5], [1, 2], [2], [4], [2]]"
6475,row,"[[1], [3], [1, 1], [1, 3], [4]]"
6475,col,"[[1, 2], [1], [4], [1, 2], [1, 2]]"
6476,row,"[[1], [3], [1, 1], [1, 3], [4]]"
6476,col,"[[1, 2], [1], [4], [1, 2], [1, 2]]"
6477,row,"[[1], [3], [1, 1], [1, 3], [4]]"
6477,col,"[[1, 2], [1], [4], [1, 2], [1, 2]]"
6478,row,"[[1], [3], [1, 1], [1, 3], [4]]"
6478,col,"[[1, 2], [1], [4], [1, 2], [1, 2]]"
6479,row,"[[1], [3], [1, 1], [1, 3], [4]]"
6479,col,"[[1, 2], [1], [4], [1, 2], [1, 2]]"
6480,row,"[[1], [3], [1, 1], [1, 3], [4]]"
6480,col,"[[1, 2], [1], [4], [1, 2], [1, 2]]"
6481,row,"[[2], [1, 2], [4], [4], [3, 1]]"
6481,col,"[[5], [1, 3], [4], [3], [1]]"
6482,row,"[[2], [1, 2], [4], [4], [3, 1]]"
6482,col,"[[5], [1, 3], [4], [3], [1]]"
6483,row,"[[2], [1, 2], [4], [4], [3, 1]]"
6483,col,"[[5], [1, 3], [4], [3], [1]]"
6484,row,"[[2], [1, 2], [4], [4], [3, 1]]"
6484,col,"[[5], [1, 3], [4], [3], [1]]"
6485,row,"[[2], [1, 2], [4], [4], [3, 1]]"
6485,col,"[[5], [1, 3], [4], [3], [1]]"
6486,row,"[[2], [1, 2], [4], [4], [3, 1]]"
6486,col,"[[5], [1, 3], [4], [3], [1]]"
6487,row,"[[1, 1], [3, 1], [1, 2], [3], [1, 2]]"
6487,col,"[[2, 1], [2, 1], [3], [3], [2, 1]]"
6488,row,"[[1, 1], [3, 1], [1, 2], [3], [1, 2]]"
6488,col,"[[2, 1], [2, 1], [3], [3], [2, 1]]"
6489,row,"[[1, 1], [3, 1], [1, 2], [3], [1, 2]]"
6489,col,"[[2, 1], [2, 1], [3], [3], [2, 1]]"
6490,row,"[[1, 1], [3, 1], [1, 2], [3], [1, 2]]"
6490,col,"[[2, 1], [2, 1], [3], [3], [2, 1]]"
6491,row,"[[1, 1], [3, 1], [1, 2], [3], [1, 2]]"
6491,col,"[[2, 1], [2, 1], [3], [3], [2, 1]]"
6492,row,"[[1, 1], [3, 1], [1, 2], [3], [1, 2]]"
6492,col,"[[2, 1], [2, 1], [3], [3], [2, 1]]"
6493,row,"[[1, 1], [1, 1], [2], [2], [5]]"
6493,col,"[[2, 2], [3], [1, 1], [2, 1], [1]]"
6494,row,"[[1, 1], [1, 1], [2], [2], [5]]"
6494,col,"[[2, 2], [3], [1, 1], [2, 1], [1]]"
6495,row,"[[1, 1], [1, 1], [2], [2], [5]]"
6495,col,"[[2, 2], [3], [1, 1], [2, 1], [1]]"
6496,row,"[[1, 1], [1, 1], [2], [2], [5]]"
6496,col,"[[2, 2], [3], [1, 1], [2, 1], [1]]"
6497,row,"[[1, 1], [1, 1], [2], [2], [5]]"
6497,col,"[[2, 2], [3], [1, 1], [2, 1], [1]]"
6498,row,"[[1, 1], [1, 1], [2], [2], [5]]"
6498,col,"[[2, 2], [3], [1, 1], [2, 1], [1]]"
6499,row,"[[1, 2], [2, 2], [2, 1], [1], [1, 1]]"
6499,col,"[[2], [4], [1, 1], [2, 1], [2]]"
6500,row,"[[1, 2], [2, 2], [2, 1], [1], [1, 1]]"
6500,col,"[[2], [4], [1, 1], [2, 1], [2]]"
6501,row,"[[1, 2], [2, 2], [2, 1], [1], [1, 1]]"
6501,col,"[[2], [4], [1, 1], [2, 1], [2]]"
6502,row,"[[1, 2], [2, 2], [2, 1], [1], [1, 1]]"
6502,col,"[[2], [4], [1, 1], [2, 1], [2]]"
6503,row,"[[1, 2], [2, 2], [2, 1], [1], [1, 1]]"
6503,col,"[[2], [4], [1, 1], [2, 1], [2]]"
6504,row,"[[1, 2], [2, 2], [2, 1], [1], [1, 1]]"
6504,col,"[[2], [4], [1, 1], [2, 1], [2]]"
6505,row,"[[1], [1, 1], [1, 2], [4], [1]]"
6505,col,"[[3], [2], [1], [4], [1]]"
6506,row,"[[1], [1, 1], [1, 2], [4], [1]]"
6506,col,"[[3], [2], [1], [4], [1]]"
6507,row,"[[1], [1, 1], [1, 2], [4], [1]]"
6507,col,"[[3], [2], [1], [4], [1]]"
6508,row,"[[1], [1, 1], [1, 2], [4], [1]]"
6508,col,"[[3], [2], [1], [4], [1]]"
6509,row,"[[1], [1, 1], [1, 2], [4], [1]]"
6509,col,"[[3], [2], [1], [4], [1]]"
6510,row,"[[1], [1, 1], [1, 2], [4], [1]]"
6510,col,"[[3], [2], [1], [4], [1]]"
6511,row,"[[1, 1, 1], [2, 1], [0], [3], [1, 1]]"
6511,col,"[[2, 1], [1, 1], [1, 2], [1], [1, 1]]"
6512,row,"[[1, 1, 1], [2, 1], [0], [3], [1, 1]]"
6512,col,"[[2, 1], [1, 1], [1, 2], [1], [1, 1]]"
6513,row,"[[1, 1, 1], [2, 1], [0], [3], [1, 1]]"
6513,col,"[[2, 1], [1, 1], [1, 2], [1], [1, 1]]"
6514,row,"[[1, 1, 1], [2, 1], [0], [3], [1, 1]]"
6514,col,"[[2, 1], [1, 1], [1, 2], [1], [1, 1]]"
6515,row,"[[1, 1, 1], [2, 1], [0], [3], [1, 1]]"
6515,col,"[[2, 1], [1, 1], [1, 2], [1], [1, 1]]"
6516,row,"[[1, 1, 1], [2, 1], [0], [3], [1, 1]]"
6516,col,"[[2, 1], [1, 1], [1, 2], [1], [1, 1]]"
6517,row,"[[1, 2], [3], [1, 1], [1, 3], [2, 1]]"
6517,col,"[[2, 1], [2, 1], [1, 2], [1, 2], [1, 2]]"
6518,row,"[[1, 2], [3], [1, 1], [1, 3], [2, 1]]"
6518,col,"[[2, 1], [2, 1], [1, 2], [1, 2], [1, 2]]"
6519,row,"[[1, 2], [3], [1, 1], [1, 3], [2, 1]]"
6519,col,"[[2, 1], [2, 1], [1, 2], [1, 2], [1, 2]]"
6520,row,"[[1, 2], [3], [1, 1], [1, 3], [2, 1]]"
6520,col,"[[2, 1], [2, 1], [1, 2], [1, 2], [1, 2]]"
6521,row,"[[1, 2], [3], [1, 1], [1, 3], [2, 1]]"
6521,col,"[[2, 1], [2, 1], [1, 2], [1, 2], [1, 2]]"
6522,row,"[[1, 2], [3], [1, 1], [1, 3], [2, 1]]"
6522,col,"[[2, 1], [2, 1], [1, 2], [1, 2], [1, 2]]"
6523,row,"[[1, 1], [2], [1, 1], [1, 1], [1]]"
6523,col,"[[2, 1], [3], [0], [1, 2], [0]]"
6524,row,"[[1, 1], [2], [1, 1], [1, 1], [1]]"
6524,col,"[[2, 1], [3], [0], [1, 2], [0]]"
6525,row,"[[1, 1], [2], [1, 1], [1, 1], [1]]"
6525,col,"[[2, 1], [3], [0], [1, 2], [0]]"
6526,row,"[[1, 1], [2], [1, 1], [1, 1], [1]]"
6526,col,"[[2, 1], [3], [0], [1, 2], [0]]"
6527,row,"[[1, 1], [2], [1, 1], [1, 1], [1]]"
6527,col,"[[2, 1], [3], [0], [1, 2], [0]]"
6528,row,"[[1, 1], [2], [1, 1], [1, 1], [1]]"
6528,col,"[[2, 1], [3], [0], [1, 2], [0]]"
6529,row,"[[3], [1], [2, 1], [1, 2], [3]]"
6529,col,"[[1, 2], [1, 1, 1], [1, 1, 1], [1], [3]]"
6530,row,"[[3], [1], [2, 1], [1, 2], [3]]"
6530,col,"[[1, 2], [1, 1, 1], [1, 1, 1], [1], [3]]"
6531,row,"[[3], [1], [2, 1], [1, 2], [3]]"
6531,col,"[[1, 2], [1, 1, 1], [1, 1, 1], [1], [3]]"
6532,row,"[[3], [1], [2, 1], [1, 2], [3]]"
6532,col,"[[1, 2], [1, 1, 1], [1, 1, 1], [1], [3]]"
6533,row,"[[3], [1], [2, 1], [1, 2], [3]]"
6533,col,"[[1, 2], [1, 1, 1], [1, 1, 1], [1], [3]]"
6534,row,"[[3], [1], [2, 1], [1, 2], [3]]"
6534,col,"[[1, 2], [1, 1, 1], [1, 1, 1], [1], [3]]"
6535,row,"[[2, 1], [2], [1, 1], [1], [1, 1]]"
6535,col,"[[3], [2, 1], [1], [2], [1]]"
6536,row,"[[2, 1], [2], [1, 1], [1], [1, 1]]"
6536,col,"[[3], [2, 1], [1], [2], [1]]"
6537,row,"[[2, 1], [2], [1, 1], [1], [1, 1]]"
6537,col,"[[3], [2, 1], [1], [2], [1]]"
6538,row,"[[2, 1], [2], [1, 1], [1], [1, 1]]"
6538,col,"[[3], [2, 1], [1], [2], [1]]"
6539,row,"[[2, 1], [2], [1, 1], [1], [1, 1]]"
6539,col,"[[3], [2, 1], [1], [2], [1]]"
6540,row,"[[2, 1], [2], [1, 1], [1], [1, 1]]"
6540,col,"[[3], [2, 1], [1], [2], [1]]"
6541,row,"[[1, 3], [1], [1, 1], [0], [2, 1]]"
6541,col,"[[1], [1, 1], [1, 1], [1], [3, 1]]"
6542,row,"[[1, 3], [1], [1, 1], [0], [2, 1]]"
6542,col,"[[1], [1, 1], [1, 1], [1], [3, 1]]"
6543,row,"[[1, 3], [1], [1, 1], [0], [2, 1]]"
6543,col,"[[1], [1, 1], [1, 1], [1], [3, 1]]"
6544,row,"[[1, 3], [1], [1, 1], [0], [2, 1]]"
6544,col,"[[1], [1, 1], [1, 1], [1], [3, 1]]"
6545,row,"[[1, 3], [1], [1, 1], [0], [2, 1]]"
6545,col,"[[1], [1, 1], [1, 1], [1], [3, 1]]"
6546,row,"[[1, 3], [1], [1, 1], [0], [2, 1]]"
6546,col,"[[1], [1, 1], [1, 1], [1], [3, 1]]"
6547,row,"[[3], [1], [1, 1], [2], [1, 1]]"
6547,col,"[[1, 1], [1], [1, 2], [1], [1, 1, 1]]"
6548,row,"[[3], [1], [1, 1], [2], [1, 1]]"
6548,col,"[[1, 1], [1], [1, 2], [1], [1, 1, 1]]"
6549,row,"[[3], [1], [1, 1], [2], [1, 1]]"
6549,col,"[[1, 1], [1], [1, 2], [1], [1, 1, 1]]"
6550,row,"[[3], [1], [1, 1], [2], [1, 1]]"
6550,col,"[[1, 1], [1], [1, 2], [1], [1, 1, 1]]"
6551,row,"[[3], [1], [1, 1], [2], [1, 1]]"
6551,col,"[[1, 1], [1], [1, 2], [1], [1, 1, 1]]"
6552,row,"[[3], [1], [1, 1], [2], [1, 1]]"
6552,col,"[[1, 1], [1], [1, 2], [1], [1, 1, 1]]"
6553,row,"[[3], [1, 1], [1], [2, 2], [1, 1]]"
6553,col,"[[1, 2], [1, 1], [3], [1], [1, 2]]"
6554,row,"[[3], [1, 1], [1], [2, 2], [1, 1]]"
6554,col,"[[1, 2], [1, 1], [3], [1], [1, 2]]"
6555,row,"[[3], [1, 1], [1], [2, 2], [1, 1]]"
6555,col,"[[1, 2], [1, 1], [3], [1], [1, 2]]"
6556,row,"[[3], [1, 1], [1], [2, 2], [1, 1]]"
6556,col,"[[1, 2], [1, 1], [3], [1], [1, 2]]"
6557,row,"[[3], [1, 1], [1], [2, 2], [1, 1]]"
6557,col,"[[1, 2], [1, 1], [3], [1], [1, 2]]"
6558,row,"[[3], [1, 1], [1], [2, 2], [1, 1]]"
6558,col,"[[1, 2], [1, 1], [3], [1], [1, 2]]"
6559,row,"[[3], [1, 1], [1, 1], [1, 1, 1], [1]]"
6559,col,"[[2, 1], [1, 1], [1, 1], [2, 1], [1]]"
6560,row,"[[3], [1, 1], [1, 1], [1, 1, 1], [1]]"
6560,col,"[[2, 1], [1, 1], [1, 1], [2, 1], [1]]"
6561,row,"[[3], [1, 1], [1, 1], [1, 1, 1], [1]]"
6561,col,"[[2, 1], [1, 1], [1, 1], [2, 1], [1]]"
6562,row,"[[3], [1, 1], [1, 1], [1, 1, 1], [1]]"
6562,col,"[[2, 1], [1, 1], [1, 1], [2, 1], [1]]"
6563,row,"[[3], [1, 1], [1, 1], [1, 1, 1], [1]]"
6563,col,"[[2, 1], [1, 1], [1, 1], [2, 1], [1]]"
6564,row,"[[3], [1, 1], [1, 1], [1, 1, 1], [1]]"
6564,col,"[[2, 1], [1, 1], [1, 1], [2, 1], [1]]"
6565,row,"[[3], [1, 1, 1], [3], [3], [1, 2]]"
6565,col,"[[1, 1], [1], [5], [1, 3], [2, 1]]"
6566,row,"[[3], [1, 1, 1], [3], [3], [1, 2]]"
6566,col,"[[1, 1], [1], [5], [1, 3], [2, 1]]"
6567,row,"[[3], [1, 1, 1], [3], [3], [1, 2]]"
6567,col,"[[1, 1], [1], [5], [1, 3], [2, 1]]"
6568,row,"[[3], [1, 1, 1], [3], [3], [1, 2]]"
6568,col,"[[1, 1], [1], [5], [1, 3], [2, 1]]"
6569,row,"[[3], [1, 1, 1], [3], [3], [1, 2]]"
6569,col,"[[1, 1], [1], [5], [1, 3], [2, 1]]"
6570,row,"[[3], [1, 1, 1], [3], [3], [1, 2]]"
6570,col,"[[1, 1], [1], [5], [1, 3], [2, 1]]"
6571,row,"[[3], [3, 1], [2, 1], [4], [1]]"
6571,col,"[[3], [5], [2, 1], [1, 1], [2]]"
6572,row,"[[3], [3, 1], [2, 1], [4], [1]]"
6572,col,"[[3], [5], [2, 1], [1, 1], [2]]"
6573,row,"[[3], [3, 1], [2, 1], [4], [1]]"
6573,col,"[[3], [5], [2, 1], [1, 1], [2]]"
6574,row,"[[3], [3, 1], [2, 1], [4], [1]]"
6574,col,"[[3], [5], [2, 1], [1, 1], [2]]"
6575,row,"[[3], [3, 1], [2, 1], [4], [1]]"
6575,col,"[[3], [5], [2, 1], [1, 1], [2]]"
6576,row,"[[3], [3, 1], [2, 1], [4], [1]]"
6576,col,"[[3], [5], [2, 1], [1, 1], [2]]"
6577,row,"[[2, 2], [3], [1, 2], [2, 1], [3, 1]]"
6577,col,"[[5], [2, 2], [1, 1], [1, 2], [1, 1, 1]]"
6578,row,"[[2, 2], [3], [1, 2], [2, 1], [3, 1]]"
6578,col,"[[5], [2, 2], [1, 1], [1, 2], [1, 1, 1]]"
6579,row,"[[2, 2], [3], [1, 2], [2, 1], [3, 1]]"
6579,col,"[[5], [2, 2], [1, 1], [1, 2], [1, 1, 1]]"
6580,row,"[[2, 2], [3], [1, 2], [2, 1], [3, 1]]"
6580,col,"[[5], [2, 2], [1, 1], [1, 2], [1, 1, 1]]"
6581,row,"[[2, 2], [3], [1, 2], [2, 1], [3, 1]]"
6581,col,"[[5], [2, 2], [1, 1], [1, 2], [1, 1, 1]]"
6582,row,"[[2, 2], [3], [1, 2], [2, 1], [3, 1]]"
6582,col,"[[5], [2, 2], [1, 1], [1, 2], [1, 1, 1]]"
6583,row,"[[1, 2], [2, 2], [1], [1, 2], [1, 1]]"
6583,col,"[[2, 1], [1], [3], [2, 1], [2, 1]]"
6584,row,"[[1, 2], [2, 2], [1], [1, 2], [1, 1]]"
6584,col,"[[2, 1], [1], [3], [2, 1], [2, 1]]"
6585,row,"[[1, 2], [2, 2], [1], [1, 2], [1, 1]]"
6585,col,"[[2, 1], [1], [3], [2, 1], [2, 1]]"
6586,row,"[[1, 2], [2, 2], [1], [1, 2], [1, 1]]"
6586,col,"[[2, 1], [1], [3], [2, 1], [2, 1]]"
6587,row,"[[1, 2], [2, 2], [1], [1, 2], [1, 1]]"
6587,col,"[[2, 1], [1], [3], [2, 1], [2, 1]]"
6588,row,"[[1, 2], [2, 2], [1], [1, 2], [1, 1]]"
6588,col,"[[2, 1], [1], [3], [2, 1], [2, 1]]"
6589,row,"[[1], [1, 2], [2, 1], [2, 2], [2, 1]]"
6589,col,"[[3], [3], [2, 1], [3], [2]]"
6590,row,"[[1], [1, 2], [2, 1], [2, 2], [2, 1]]"
6590,col,"[[3], [3], [2, 1], [3], [2]]"
6591,row,"[[1], [1, 2], [2, 1], [2, 2], [2, 1]]"
6591,col,"[[3], [3], [2, 1], [3], [2]]"
6592,row,"[[1], [1, 2], [2, 1], [2, 2], [2, 1]]"
6592,col,"[[3], [3], [2, 1], [3], [2]]"
6593,row,"[[1], [1, 2], [2, 1], [2, 2], [2, 1]]"
6593,col,"[[3], [3], [2, 1], [3], [2]]"
6594,row,"[[1], [1, 2], [2, 1], [2, 2], [2, 1]]"
6594,col,"[[3], [3], [2, 1], [3], [2]]"
6595,row,"[[1, 1], [2, 1], [2, 1], [1, 1], [3]]"
6595,col,"[[3], [3], [2], [1, 1], [1, 1, 1]]"
6596,row,"[[1, 1], [2, 1], [2, 1], [1, 1], [3]]"
6596,col,"[[3], [3], [2], [1, 1], [1, 1, 1]]"
6597,row,"[[1, 1], [2, 1], [2, 1], [1, 1], [3]]"
6597,col,"[[3], [3], [2], [1, 1], [1, 1, 1]]"
6598,row,"[[1, 1], [2, 1], [2, 1], [1, 1], [3]]"
6598,col,"[[3], [3], [2], [1, 1], [1, 1, 1]]"
6599,row,"[[1, 1], [2, 1], [2, 1], [1, 1], [3]]"
6599,col,"[[3], [3], [2], [1, 1], [1, 1, 1]]"
6600,row,"[[1, 1], [2, 1], [2, 1], [1, 1], [3]]"
6600,col,"[[3], [3], [2], [1, 1], [1, 1, 1]]"
6601,row,"[[2], [3], [4], [2], [1, 1]]"
6601,col,"[[2], [2], [2, 1], [1, 2], [1, 2]]"
6602,row,"[[2], [3], [4], [2], [1, 1]]"
6602,col,"[[2], [2], [2, 1], [1, 2], [1, 2]]"
6603,row,"[[2], [3], [4], [2], [1, 1]]"
6603,col,"[[2], [2], [2, 1], [1, 2], [1, 2]]"
6604,row,"[[2], [3], [4], [2], [1, 1]]"
6604,col,"[[2], [2], [2, 1], [1, 2], [1, 2]]"
6605,row,"[[2], [3], [4], [2], [1, 1]]"
6605,col,"[[2], [2], [2, 1], [1, 2], [1, 2]]"
6606,row,"[[2], [3], [4], [2], [1, 1]]"
6606,col,"[[2], [2], [2, 1], [1, 2], [1, 2]]"
6607,row,"[[4], [5], [4], [3], [1, 1]]"
6607,col,"[[3], [4], [5], [3], [2, 1]]"
6608,row,"[[4], [5], [4], [3], [1, 1]]"
6608,col,"[[3], [4], [5], [3], [2, 1]]"
6609,row,"[[4], [5], [4], [3], [1, 1]]"
6609,col,"[[3], [4], [5], [3], [2, 1]]"
6610,row,"[[4], [5], [4], [3], [1, 1]]"
6610,col,"[[3], [4], [5], [3], [2, 1]]"
6611,row,"[[4], [5], [4], [3], [1, 1]]"
6611,col,"[[3], [4], [5], [3], [2, 1]]"
6612,row,"[[4], [5], [4], [3], [1, 1]]"
6612,col,"[[3], [4], [5], [3], [2, 1]]"
6613,row,"[[3], [2], [1, 2], [1, 1], [5]]"
6613,col,"[[1, 2], [3, 1], [2, 2], [1, 1], [1, 1]]"
6614,row,"[[3], [2], [1, 2], [1, 1], [5]]"
6614,col,"[[1, 2], [3, 1], [2, 2], [1, 1], [1, 1]]"
6615,row,"[[3], [2], [1, 2], [1, 1], [5]]"
6615,col,"[[1, 2], [3, 1], [2, 2], [1, 1], [1, 1]]"
6616,row,"[[3], [2], [1, 2], [1, 1], [5]]"
6616,col,"[[1, 2], [3, 1], [2, 2], [1, 1], [1, 1]]"
6617,row,"[[3], [2], [1, 2], [1, 1], [5]]"
6617,col,"[[1, 2], [3, 1], [2, 2], [1, 1], [1, 1]]"
6618,row,"[[3], [2], [1, 2], [1, 1], [5]]"
6618,col,"[[1, 2], [3, 1], [2, 2], [1, 1], [1, 1]]"
6619,row,"[[2], [4], [2], [3], [1, 1]]"
6619,col,"[[1, 1], [2], [5], [2, 1], [1]]"
6620,row,"[[2], [4], [2], [3], [1, 1]]"
6620,col,"[[1, 1], [2], [5], [2, 1], [1]]"
6621,row,"[[2], [4], [2], [3], [1, 1]]"
6621,col,"[[1, 1], [2], [5], [2, 1], [1]]"
6622,row,"[[2], [4], [2], [3], [1, 1]]"
